point_1,point_1,point_1,point_2,point_2,point_2,duree (min),distance (km),empreinte carbone (gCO2),prix (euros)
nom,latitude,longitude,nom,latitude,longitude,,,,
Gare de Cannes,43.55391,7.01973,Gare de Antibes,43.58579,7.11952,12.0,8.789,21.1,0.97
Gare de Cannes,43.55391,7.01973,Gare de Les Arcs-Draguignan,43.45573,6.48246,41.5,44.699,107.3,4.92
Gare de Cannes,43.55391,7.01973,Gare de St-Raphaël-Valescure,43.42361,6.76901,27.0,24.888,59.7,2.74
Gare de Carcassonne,43.21771,2.35188,Gare de Narbonne,43.19103,3.00596,30.5,53.113,127.5,5.84
Gare de Carcassonne,43.21771,2.35188,Gare de Toulouse-Matabiau,43.61146,1.45356,47.4,84.772,203.5,9.32
Gare de Carentan,49.3018,-1.2421,Gare de Lison,49.22705,-1.05028,13.0,16.216,38.9,1.78
Gare de Carentan,49.3018,-1.2421,Gare de Valognes,49.50539,-1.48032,16.0,28.462,68.3,3.13
Gare de Chalon-sur-Saône,46.78157,4.84349,Gare de Beaune,47.02304,4.84872,22.5,26.862,64.5,2.95
Gare de Chalon-sur-Saône,46.78157,4.84349,Gare de Besançon-Franche-Comté,47.30747,5.95476,57.0,102.547,246.1,11.28
Gare de Chalon-sur-Saône,46.78157,4.84349,Gare de Lyon-Part-Dieu,45.76059,4.85944,62.5,113.571,272.6,12.49
Gare de Chambéry-Chal.-les-Eaux,45.57104,5.9198,Gare de Aix-les-Bains-le-Revard,45.68786,5.90935,19.14,13.02,31.2,1.43
Gare de Chambéry-Chal.-les-Eaux,45.57104,5.9198,Gare de Albertville,45.67318,6.38324,44.47,37.8,90.7,4.16
Gare de Chambéry-Chal.-les-Eaux,45.57104,5.9198,Gare de Annecy,45.90206,6.12182,54.83,40.02,96.0,4.4
Gare de Chambéry-Chal.-les-Eaux,45.57104,5.9198,Gare de Grenoble,45.19146,5.71453,50.5,45.163,108.4,4.97
Gare de Chambéry-Chal.-les-Eaux,45.57104,5.9198,Gare de Lyon-Part-Dieu,45.76059,4.85944,97.0,85.077,204.2,9.36
Gare de Chambéry-Chal.-les-Eaux,45.57104,5.9198,Gare de Lyon-Saint-Exupery-Tgv,45.72093,5.07583,82.0,67.711,162.5,7.45
Gare de Chambéry-Chal.-les-Eaux,45.57104,5.9198,Gare de Marne-la-Vallée-Chessy.,48.8706,2.78288,184.17,436.78,1048.3,48.05
Gare de Chambéry-Chal.-les-Eaux,45.57104,5.9198,Gare de Massy-TGV,48.72603,2.26157,202.25,446.803,1072.3,49.15
Gare de Chambéry-Chal.-les-Eaux,45.57104,5.9198,Gare de Modane,45.19356,6.65918,68.83,71.411,171.4,7.86
Gare de Chambéry-Chal.-les-Eaux,45.57104,5.9198,Gare de Mâcon-Loché-TGV,46.2829,4.77895,97.43,118.574,284.6,13.04
Gare de Chambéry-Chal.-les-Eaux,45.57104,5.9198,Gare de Paris-Gare-de-Lyon,48.84492,2.37346,187.0,452.013,1084.8,49.72
Gare de Chambéry-Chal.-les-Eaux,45.57104,5.9198,Gare de St-Avre-la-Chambre,45.3531,6.30288,52.4,38.481,92.4,4.23
Gare de Chambéry-Chal.-les-Eaux,45.57104,5.9198,Gare de St-Jean-de-Maurienne-A.,45.27784,6.3542,43.75,47.048,112.9,5.18
