point_1,point_1,point_1,point_2,point_2,point_2,duree (min),distance (km),empreinte carbone (gCO2),prix (euros)
nom,latitude,longitude,nom,latitude,longitude,,,,
Gare de Lunel-Viel,43.68094,4.0933,Gare de Lunel,43.67952,4.13081,2.93,3.024,89.8,0.24
Gare de Rouen-Rive-Droite,49.44903,1.09415,Gare de Oissel,49.34304,1.10182,10.11,11.812,350.8,0.94
Gare de Altkirch,47.62711,7.23959,Gare de Dannemarie,47.6274,7.12381,6.29,8.686,258.0,0.69
Gare de Dannemarie,47.6274,7.12381,Gare de Montreux-Vieux,47.61786,7.02539,6.24,7.46,221.6,0.6
Gare de Willer-sur-Thur,47.84262,7.06919,Gare de Moosch,47.86109,7.05059,2.56,2.481,73.7,0.2
Gare de Thann,47.80911,7.107,Gare de Thann-Centre,47.80975,7.10163,1.57,0.408,12.1,0.03
Gare de Thann-Centre,47.80975,7.10163,Gare de Thann-Saint-Jacques,47.81311,7.09401,1.81,0.681,20.2,0.05
Gare de Thann-Saint-Jacques,47.81311,7.09401,Gare de Bitschwiller (Ht-Rhin),47.82779,7.07827,3.1,2.014,59.8,0.16
Gare de Bitschwiller (Ht-Rhin),47.82779,7.07827,Gare de Willer-sur-Thur,47.84262,7.06919,2.4,1.785,53.0,0.14
Gare de Gevrey-Chambertin,47.22739,4.99879,Gare de Dijon-Ville,47.3234,5.02728,7.86,10.902,323.8,0.87
Gare de Varennes-sur-Allier,46.31544,3.39416,Gare de Bessay,46.44293,3.36057,9.43,14.424,428.4,1.15
Gare de Bessay,46.44293,3.36057,Gare de Moulins-sur-Allier,46.56136,3.33876,9.93,13.289,394.7,1.06
Gare de Douai,50.37168,3.08996,Gare de Arras,50.28682,2.78113,15.5,23.893,709.6,1.91
Gare de Albert,50.0054,2.64452,Gare de Corbie,49.91159,2.49966,9.83,14.72,437.2,1.18
Gare de Nîmes,43.83229,4.36584,Gare de Fons-St-Mamert,43.90729,4.20663,13.0,15.263,453.3,1.22
Gare de Fons-St-Mamert,43.90729,4.20663,Gare de St-Geniès-de-Malgoirès,43.95054,4.21511,4.29,4.862,144.4,0.39
Pfaffenhoffen-(Mairie).,48.8449,7.61081,Pfaffenhoffen-Républiqu,48.84401,7.60755,1.68,0.259,7.7,0.02
Gare de Obermodern,48.84255,7.5472,Bouxwiller-Clos-des-S.,48.82821,7.48666,6.06,4.714,140.0,0.38
Saverne-(Pl.-Dragons),48.73978,7.36179,Saverne-(Ht-Barr),48.73154,7.35227,8.0,1.153,34.2,0.09
Tauxigny-Node-Park,47.21516,0.83436,Gare de Cormery,47.26235,0.83382,2.75,5.253,156.0,0.42
Gare de Sélestat,48.25964,7.4421,Sélestat-R-S-Marie-/-Ms,48.26418,7.43974,3.06,0.535,15.9,0.04
Sélestat-R-S-Marie-/-Ms,48.26418,7.43974,Châtenois-(Gare),48.27613,7.40168,6.61,3.118,92.6,0.25
Châtenois-(Gare),48.27613,7.40168,Châtenois-V.-Villé-Gare,48.28307,7.38195,3.22,1.653,49.1,0.13
Lièpvre-(Centre),48.27085,7.28069,Liepvre-(-R.-GUTH-),48.27007,7.26945,2.0,0.837,24.9,0.07
Liepvre-(-R.-GUTH-),48.27007,7.26945,Liepvre-(-Musloch-),48.26765,7.24857,2.0,1.57,46.6,0.13
Vézelise Beauregard,48.489,6.09334,Ceintrey Eglise,48.52446,6.16399,7.0,6.537,194.1,0.52
Ceintrey Eglise,48.52446,6.16399,Gare de Nancy-Ville,48.68978,6.17427,27.5,18.418,547.0,1.47
Gare de Saales,48.34709,7.11055,Gare de St-Dié-des-Vosges,48.28224,6.94806,19.89,14.029,416.7,1.12
Gare de Rethel,49.50457,4.37028,Gare de Bazancourt,49.361,4.17395,11.63,21.388,635.2,1.71
Gare de Bazancourt,49.361,4.17395,Gare de Reims,49.25907,4.02402,10.11,15.721,466.9,1.26
Gare de Tournai,50.6128,3.3968,Gare de Froyennes.,50.63035,3.35408,3.67,3.594,106.7,0.29
Gare de Froyennes.,50.63035,3.35408,Gare de Baisieux,50.61835,3.23469,7.25,8.536,253.5,0.68
Gare de Nancy-Ville,48.68978,6.17427,Gare de Toul,48.67904,5.88058,30.21,21.617,642.0,1.73
Gare de Miramas,43.58074,4.9996,Gare de Salon,43.63906,5.0886,11.0,9.675,287.3,0.77
Gare de Drusenheim,48.76598,7.94748,Gare de Sessenheim,48.79608,7.98869,6.71,4.513,134.0,0.36
Gare de Sessenheim,48.79608,7.98869,Gare de Rountzenheim,48.82003,8.01138,4.36,3.142,93.3,0.25
Gare de Rountzenheim,48.82003,8.01138,Gare de Roeschwoog,48.83339,8.02956,3.5,1.997,59.3,0.16
Gare de St-Gaudens,43.10496,0.72926,Gare de Boussens,43.17933,0.97274,14.64,21.439,636.7,1.72
Gare de Cazères-sur-Garonne,43.2129,1.08277,Gare de Carbonne,43.2982,1.21251,10.36,14.17,420.8,1.13
Gare de St-Amour,46.43368,5.33454,Gare de Lons-le-Saunier,46.6684,5.55088,20.55,30.935,918.8,2.47
Gare de Bar-le-Duc,48.77363,5.16702,Gare de Nançois-Tronville,48.71798,5.29111,8.75,11.015,327.1,0.88
Gare de Nançois-Tronville,48.71798,5.29111,Gare de Lérouville,48.79625,5.53936,14.5,20.194,599.8,1.62
Gare de Commercy,48.76587,5.58888,Gare de Pagny-sur-Meuse,48.69657,5.73362,10.83,13.132,390.0,1.05
Gare de Pagny-sur-Meuse,48.69657,5.73362,Gare de Foug,48.67915,5.79151,5.33,4.675,138.8,0.37
Gare de Foug,48.67915,5.79151,Gare de Toul,48.67904,5.88058,6.17,6.547,194.4,0.52
Gare de Morhange,48.93677,6.65909,Gare de Metz-Ville,49.10979,6.1772,27.09,40.104,1191.1,3.21
Gare de Landivisiau,48.49561,-4.0827,Gare de Morlaix,48.57798,-3.83276,14.21,20.578,611.2,1.65
Gare de Reding,48.74283,7.09618,Gare de Sarrebourg,48.73794,7.05278,3.92,3.232,96.0,0.26
Gare de Lutzelbourg,48.72986,7.2514,Gare de Reding,48.74283,7.09618,8.08,11.487,341.2,0.92
Gare de Saverne,48.74478,7.36215,Gare de Sarrebourg,48.73794,7.05278,15.92,22.723,674.9,1.82
Gare de Donges,47.30869,-2.0717,Gare de Savenay,47.35855,-1.95103,7.55,10.662,316.7,0.85
Gare de St-Etienne-de-Montluc,47.27477,-1.78562,Gare de Couéron,47.22192,-1.72352,5.5,7.525,223.5,0.6
Gare de Couéron,47.22192,-1.72352,Gare de La Basse-Indre-St-Herb.,47.20411,-1.66031,3.83,5.174,153.7,0.41
Gare de La Basse-Indre-St-Herb.,47.20411,-1.66031,Gare de Chantenay,47.19721,-1.59432,3.91,5.05,150.0,0.4
Gare de Chantenay,47.19721,-1.59432,Gare de Nantes,47.2175,-1.54193,4.82,4.56,135.4,0.36
Gare de Onville,49.01364,5.97909,Gare de Metz-Ville,49.10979,6.1772,19.17,17.982,534.1,1.44
Gare de Jarrie-Vizille,45.08541,5.74226,Pont-de-Claix TAG Mair.,45.12574,5.69819,8.08,5.67,168.4,0.45
Pont-de-Claix TAG Mair.,45.12574,5.69819,Grenoble-Gare-Routière,45.19267,5.71436,22.38,7.558,224.5,0.6
Gare de St-Pierre-des-Corps,47.38573,0.72505,Gare de Amboise,47.42143,0.98122,12.47,19.705,585.2,1.58
Gare de St-Jory,43.73802,1.37158,Gare de Castelnau-d'Estrétefond,43.78617,1.34192,4.3,5.866,174.2,0.47
Gare de Castelnau-d'Estrétefond,43.78617,1.34192,Gare de Grisolles,43.8278,1.30316,3.9,5.583,165.8,0.45
Gare de Grisolles,43.8278,1.30316,Gare de Dieupentale,43.86552,1.27615,3.4,4.726,140.4,0.38
Gare de Eguzon,46.44049,1.55237,Gare de Argenton-sur-Creuse,46.59223,1.51823,17.64,17.093,507.7,1.37
Gare de Albens,45.78613,5.94855,Gare de Rumilly,45.86306,5.94795,10.53,8.564,254.4,0.69
Gare de Breteuil-Embranchement,49.62641,2.38472,Gare de St-Just-SNCF,49.5035,2.42922,9.54,14.054,417.4,1.12
Gare de St-Just-SNCF,49.5035,2.42922,Gare de Clermont-de-l'Oise,49.38534,2.4172,9.93,13.182,391.5,1.05
Gare de Creil,49.26377,2.46918,Gare de Paris Gare du Nord,48.88014,2.35489,26.15,43.51,1292.2,3.48
Gare de Les Fontinettes,50.94097,1.84985,Gare de Calais Fréthun,50.90126,1.81103,6.67,5.192,154.2,0.42
Gare de Marquise Rinxent,50.80565,1.72985,Gare de Wimille Wimereux,50.76384,1.6136,8.75,9.413,279.6,0.75
Gare de Wimille Wimereux,50.76384,1.6136,Gare de Boulogne Tintelleries,50.72725,1.60908,7.58,4.086,121.4,0.33
Gare de Boulogne Ville,50.71559,1.60981,Gare de Etaples Le Touquet,50.51672,1.6425,16.29,22.258,661.1,1.78
Gare de Folligny,48.82915,-1.4064,Gare de Villedieu (Gare),48.83415,-1.22545,9.71,13.271,394.1,1.06
Gare de Jeumont,50.2961,4.08638,Gare de Maubeuge,50.2728,3.96641,8.93,8.919,264.9,0.71
Gare de Hautmont,50.25396,3.91517,Gare de Aulnoye Aymeries,50.19733,3.84324,9.83,8.123,241.3,0.65
Gare de Limoges-Bénédictins,45.83621,1.26745,Gare de St-Priest-Taurion,45.88715,1.40047,14.0,11.768,349.5,0.94
Gare de Châteauneuf-Bujaleuf,45.75926,1.6452,Gare de Eymoutiers-Vassiviere,45.73972,1.74126,9.92,7.772,230.8,0.62
Gare de Rouen-Rive-Droite,49.44903,1.09415,Gare de Paris-St-Lazare,48.87787,2.32443,85.21,109.825,3261.8,8.79
Col-De-Puberg,48.91702,7.31839,Frohmuhl- (Lavoir),48.9079,7.28114,5.0,2.908,86.4,0.23
Gare de Cenon,44.85677,-0.5336,Gare de St-André-de-Cubzac,44.99118,-0.44048,14.57,16.665,495.0,1.33
Gare de St-André-de-Cubzac,44.99118,-0.44048,Gare de St-Mariens-St-Yzan,45.13908,-0.39169,13.07,16.905,502.1,1.35
Gare de Montendre,45.2806,-0.39606,Gare de Jonzac,45.43871,-0.442,17.93,17.963,533.5,1.44
Gare de Jonzac,45.43871,-0.442,Gare de Pons,45.57809,-0.539,21.33,17.262,512.7,1.38
Gare de Pons,45.57809,-0.539,Gare de Saintes,45.74784,-0.61758,23.2,19.86,589.8,1.59
Gare de Rochefort,45.94742,-0.96379,Gare de Chatelaillon-Plage,46.07856,-1.09121,13.07,17.611,523.0,1.41
Gare de Chatelaillon-Plage,46.07856,-1.09121,Gare de La Rochelle-Ville,46.1527,-1.1453,8.33,9.248,274.7,0.74
Gare de Die,44.75821,5.36326,Gare de Saillans,44.69438,5.19418,19.57,15.143,449.7,1.21
Gare de Saillans,44.69438,5.19418,Gare de Crest,44.73019,5.01611,15.29,14.64,434.8,1.17
Gare de Luc-en-Diois,44.61369,5.45462,Gare de Die,44.75821,5.36326,23.64,17.638,523.8,1.41
Corcieux Le Conti,48.17076,6.88287,La Houssière Vanémont Centre,48.2004,6.87847,5.08,3.316,98.5,0.27
La Houssière Vanémont Centre,48.2004,6.87847,Biffontaine Mairie,48.21131,6.80547,6.0,5.55,164.8,0.44
Gare de Corbigny,47.25398,3.67788,Gare de Flez-Cuzy-Tannay,47.36254,3.61502,15.07,12.983,385.6,1.04
Gare de Hatrize,49.19394,5.9075,Gare de Conflans-Jarny,49.16638,5.86824,6.67,4.192,124.5,0.34
Gare de Morez,46.52633,6.0238,Gare de Morbier,46.53911,6.01791,7.14,1.492,44.3,0.12
Gare de Morbier,46.53911,6.01791,Gare de St-Laurent-en-Grandvaux,46.57492,5.95138,9.64,6.467,192.1,0.52
Gare de St-Laurent-en-Grandvaux,46.57492,5.95138,Gare de La Chaumusse-Fort-du-Pl,46.6049,5.96146,4.58,3.425,101.7,0.27
Gare de La Chaumusse-Fort-du-Pl,46.6049,5.96146,Gare de La Chaux-des-Crotenay,46.65454,5.94383,7.75,5.688,168.9,0.46
Gare de La Chaux-des-Crotenay,46.65454,5.94383,Gare de Champagnole-PE-Victor,46.74221,5.91981,10.91,9.93,294.9,0.79
Gare de Champagnole,46.74925,5.90994,Gare de Andelot,46.85938,5.92372,13.91,12.304,365.4,0.98
Gare de Château-du-Loir,47.68328,0.41498,Gare de Ecommoy,47.82453,0.26901,15.92,19.146,568.6,1.53
Gare de Ecommoy,47.82453,0.26901,Gare de Le Mans,47.99558,0.19214,12.77,19.886,590.6,1.59
Gare de Le Mans,47.99558,0.19214,Gare de Montbizot,48.15133,0.19083,14.31,17.338,514.9,1.39
Gare de Homécourt,49.21836,5.99952,Gare de Conflans-Jarny,49.16638,5.86824,16.46,11.166,331.6,0.89
Gare de Capdenac,44.57766,2.0789,Gare de Figeac,44.60351,2.03708,10.54,4.39,130.4,0.35
Gare de Epierre-St-Léger,45.45697,6.29247,Gare de Aiguebelle,45.54367,6.30675,10.08,9.715,288.5,0.78
Gare de Aiguebelle,45.54367,6.30675,Gare de Chamousset,45.55751,6.20644,11.38,7.97,236.7,0.64
Gare de Chamousset,45.55751,6.20644,Gare de St-Pierre-d'Albigny,45.55737,6.15636,7.25,3.903,115.9,0.31
Gare de Alençon,48.4338,0.09905,Gare de Le Mans,47.99558,0.19214,45.54,49.268,1463.3,3.94
Gare de Troyes,48.29607,4.06528,Troyes-Chambre-Commerce,48.29111,4.0711,5.0,0.7,20.8,0.06
Troyes-Chambre-Commerce,48.29111,4.0711,Troyes-Lombards,48.27805,4.06582,5.0,1.505,44.7,0.12
Auxon Eglise,48.10305,3.91833,Ervy-le-Châtel-Gare,48.04532,3.92289,7.0,6.435,191.1,0.51
Ervy-le-Châtel-Gare,48.04532,3.92289,Ervy-le-Châtel-Halle,48.04176,3.9113,2.0,0.949,28.2,0.08
Ervy-le-Châtel-Halle,48.04176,3.9113,Montfey,48.06695,3.87555,7.0,3.865,114.8,0.31
Montfey,48.06695,3.87555,Villeneuve-au-Chemin,48.09,3.85138,4.0,3.133,93.1,0.25
Villeneuve-au-Chemin,48.09,3.85138,Coursan-en-Othe,48.07972,3.83027,2.0,1.943,57.7,0.16
Coursan-en-Othe,48.07972,3.83027,Neuvy-Sautour-RN,48.04277,3.79276,5.5,4.97,147.6,0.4
Gare de Thouars,46.98525,-0.21051,Gare de Montreuil-Bellay,47.12533,-0.14804,13.67,16.297,484.0,1.3
Gare de Villefranche-sur-Cher,47.29474,1.76804,Gare de Vierzon,47.22652,2.05982,21.06,23.315,692.5,1.87
Gare de La Clayette-Baudemont,46.28816,4.29845,Gare de Chauffailles,46.2074,4.34538,10.64,9.689,287.8,0.78
Gare de Serquigny,49.10767,0.71958,Gare de Beaumont-le-Roger,49.07418,0.77262,4.62,5.371,159.5,0.43
Gare de Beaumont-le-Roger,49.07418,0.77262,Gare de Romilly-la-Puthenaye,49.00485,0.85265,6.08,9.678,287.4,0.77
Gare de Romilly-la-Puthenaye,49.00485,0.85265,Gare de Conches,48.96234,0.93896,5.0,7.884,234.2,0.63
Gare de Conches,48.96234,0.93896,Gare de La Bonneville-sur-Iton,48.98854,1.03582,5.23,7.655,227.4,0.61
Gare de La Bonneville-sur-Iton,48.98854,1.03582,Gare de Evreux - Normandie,49.01856,1.14989,6.46,8.975,266.6,0.72
Gare de Busigny,50.03949,3.44634,Gare de Caudry,50.11141,3.40974,12.75,8.422,250.1,0.67
Gare de Caudry,50.11141,3.40974,Gare de Cambrai Ville,50.17661,3.24122,17.33,14.043,417.1,1.12
Gare de Lille Flandres,50.6362,3.07102,Gare de Lille CHR,50.61453,3.03551,8.92,3.48,103.4,0.28
Gare de Maroeuil,50.3224,2.69843,Gare de Arras,50.28682,2.78113,16.69,7.089,210.5,0.57
Gare de Nevers,46.98735,3.15087,Gare de Vauzelles,47.00136,3.13421,4.0,2.008,59.6,0.16
Gare de Vauzelles,47.00136,3.13421,Gare de Fourchambault,47.01923,3.0873,5.92,4.079,121.1,0.33
Gare de Pougues-les-Eaux,47.07698,3.09382,Gare de Tronsanges,47.11288,3.05422,6.08,4.998,148.4,0.4
Gare de Nevers-Le-Banlay,47.00682,3.16362,Gare de Les Perrières,47.00562,3.14654,2.64,1.303,38.7,0.1
Gare de Les Perrières,47.00562,3.14654,Gare de Nevers,46.98735,3.15087,3.91,2.06,61.2,0.16
Gare de Tain,45.07218,4.83975,Gare de Le Péage-de-Roussillon,45.37166,4.79541,19.33,33.518,995.5,2.68
Gare de Lyon-Vaise,45.78014,4.80405,Gare de St-Germain-au-Mont-d'Or,45.88844,4.80418,8.9,12.056,358.1,0.96
Gare de Varilhes,43.04149,1.62858,Gare de St-Jean-de-Verges,43.01234,1.60815,3.57,3.646,108.3,0.29
Gare de Château-du-Loir,47.68328,0.41498,Gare de Vaas,47.6707,0.31645,6.4,7.517,223.3,0.6
Gare de Vaas,47.6707,0.31645,Gare de Aubigné-Racan,47.68703,0.2658,3.8,4.209,125.0,0.34
Gare de Aubigné-Racan,47.68703,0.2658,Gare de Mayet,47.76012,0.26606,6.3,8.136,241.6,0.65
Gare de Mayet,47.76012,0.26606,Gare de Ecommoy,47.82453,0.26901,5.5,7.173,213.0,0.57
Gare de Ecommoy,47.82453,0.26901,Gare de Laigné-St-Gervais,47.87401,0.21713,5.2,6.735,200.0,0.54
Gare de Laigné-St-Gervais,47.87401,0.21713,Gare de Arnage,47.92857,0.18986,5.0,6.405,190.2,0.51
Gare de Arnage,47.92857,0.18986,Gare de Le Mans,47.99558,0.19214,7.4,7.461,221.6,0.6
Gare de La Guierche,48.11402,0.19313,Gare de Montbizot,48.15133,0.19083,3.6,4.157,123.5,0.33
Gare de Salbris,47.42514,2.04774,Gare de Lamotte-Beuvron,47.59397,2.02259,10.44,18.889,561.0,1.51
Gare de Issoudun,46.94785,1.98492,Gare de Reuilly (Indre),47.08602,2.04718,9.12,16.09,477.9,1.29
Gare de Sedan,49.69486,4.92999,Gare de Donchery,49.69812,4.87457,4.53,4.007,119.0,0.32
Gare de Longwy,49.51303,5.7696,Gare de Longuyon,49.44427,5.6046,19.31,14.178,421.1,1.13
Gare de Pontcharra-sur-Bréda,45.43404,6.00779,Gare de Goncelin,45.34196,5.97411,8.53,10.583,314.3,0.85
Gare de Goncelin,45.34196,5.97411,Gare de Brignoud,45.26246,5.90143,8.8,10.521,312.5,0.84
Gare de Brignoud,45.26246,5.90143,Gare de Lancey,45.23447,5.88093,4.33,3.506,104.1,0.28
Gare de Futuroscope,46.66985,0.3772,Gare de Jaunay-Clan,46.6823,0.38189,2.0,1.431,42.5,0.11
Ternand,45.94616,4.53659,Letra-Gabodière,45.96143,4.51648,3.12,2.305,68.5,0.18
Chambost-Allières.,46.01869,4.49913,Grandris-Folletière.,46.03595,4.49333,2.12,1.973,58.6,0.16
Grandris-Folletière.,46.03595,4.49333,Lamure-Collège,46.05207,4.49288,2.0,1.795,53.3,0.14
Lamure-Collège,46.05207,4.49288,Gare de Lamure-sur-Azergues,46.0611,4.49212,2.0,1.007,29.9,0.08
Gare de Quimper,47.99466,-4.0921,Gare de Rosporden,47.96019,-3.83276,11.62,19.703,585.2,1.58
Gare de Quimperlé,47.86906,-3.55301,Gare de Lorient,47.7552,-3.36635,12.27,18.851,559.9,1.51
Gare de Pontchâteau,47.43534,-2.08849,Gare de Savenay,47.35855,-1.95103,8.91,13.43,398.9,1.07
Gare de Veynes-Dévoluy,44.532,5.81583,Gare de Serres,44.42465,5.71846,18.92,14.234,422.7,1.14
Gare de Serres,44.42465,5.71846,Gare de Laragne,44.31648,5.81893,11.75,14.454,429.3,1.16
Gare de Laragne,44.31648,5.81893,Gare de Sisteron,44.1902,5.94657,13.92,17.354,515.4,1.39
Gare de Seurre,46.99645,5.15125,Gare de Pagny (Côte-d'Or),47.04618,5.2008,8.07,6.692,198.8,0.54
Gare de St-Jean-de-Losne,47.0998,5.24433,Gare de Brazey-en-Plaine,47.13156,5.21222,7.64,4.291,127.4,0.34
Gare de Brazey-en-Plaine,47.13156,5.21222,Gare de Aiserey,47.17065,5.15839,8.36,5.962,177.1,0.48
Gare de Saulon,47.22418,5.10477,Gare de Ouges,47.25567,5.07325,4.71,4.238,125.9,0.34
Gare de Ouges,47.25567,5.07325,Gare de Dijon-Ville,47.3234,5.02728,13.5,8.3,246.5,0.66
Gare de Fourmies,50.01536,4.05359,Gare de Sains du Nord,50.0889,4.00159,10.46,8.99,267.0,0.72
Gare de Caen,49.17654,-0.34827,Gare de Lisieux,49.13725,0.23168,23.53,42.446,1260.6,3.4
Gare de Bernay,49.08699,0.59573,Gare de Evreux - Normandie,49.01856,1.14989,25.12,41.139,1221.8,3.29
Gare de Evreux - Normandie,49.01856,1.14989,Gare de Paris-St-Lazare,48.87787,2.32443,69.27,87.282,2592.3,6.98
Gare de Mertzwiller,48.872,7.67835,Gare de Gundershoffen,48.90538,7.6531,4.77,4.15,123.3,0.33
Gare de Ligugé,46.52056,0.33318,Gare de Poitiers,46.58218,0.33308,7.21,6.859,203.7,0.55
Gare de Crépy-en-Valois,49.23126,2.88644,Gare de Villers-Cotterets,49.25023,3.09365,11.0,15.207,451.6,1.22
Gare de Soissons,49.36919,3.33805,Gare de Anizy-Pinon,49.49616,3.44871,13.92,16.246,482.5,1.3
Gare de Anizy-Pinon,49.49616,3.44871,Gare de Laon,49.57055,3.62437,11.33,15.153,450.0,1.21
Gare de Ste-Foy-la-Grande,44.83686,0.22133,Gare de Gardonne,44.83475,0.33182,6.38,8.725,259.1,0.7
Gare de Castillon,44.85716,-0.04066,Gare de Velines,44.852,0.10368,7.64,11.405,338.7,0.91
Gare de Marbache,48.80115,6.10877,Gare de Belleville,48.81946,6.10175,3.45,2.102,62.4,0.17
Eichhoffen-Gare.,48.38269,7.44888,Gare de Barr,48.40305,7.45691,3.5,2.343,69.6,0.19
Gare de Morcenx,44.03367,-0.90848,Gare de Biganos-Facture,44.63748,-0.96602,31.4,67.37,2000.9,5.39
Gare de Dax,43.72067,-1.05032,Gare de Puyoô,43.52448,-0.91086,17.77,24.561,729.5,1.96
Gare de Logelbach,48.08729,7.32109,Gare de Turckheim,48.08565,7.27917,3.79,3.123,92.8,0.25
Gare de Walbach-la-Forge,48.05863,7.23406,Gare de Wihr-au-Val-Soultzbach,48.04621,7.20966,2.69,2.282,67.8,0.18
Gare de Turckheim,48.08565,7.27917,Gare de St-Gilles-L (Haut-Rhin),48.07535,7.26056,2.08,1.797,53.4,0.14
Gare de St Quentin,49.84002,3.29693,Gare de Tergnier,49.65924,3.29723,16.29,20.124,597.7,1.61
Gare de Tergnier,49.65924,3.29723,Gare de Chauny,49.6102,3.22252,7.86,7.669,227.8,0.61
Gare de Château-Thierry,49.03817,3.40927,Gare de Paris-Est,48.87657,2.35915,51.92,78.836,2341.4,6.31
Gare de Brax-Léguevin,43.61459,1.2373,Gare de Pibrac,43.62132,1.28938,5.33,4.263,126.6,0.34
Gare de Pibrac,43.62132,1.28938,Gare de Colomiers-Lycée-Interna,43.61643,1.31392,3.73,2.051,60.9,0.16
Gare de Colomiers-Lycée-Interna,43.61643,1.31392,Gare de Colomiers,43.60377,1.33345,3.2,2.113,62.8,0.17
Gare de Saint-Cyprien-Arènes,43.59374,1.41646,Gare de Gallieni-Cancéropôle,43.57334,1.4193,3.23,2.282,67.8,0.18
Gare de Gallieni-Cancéropôle,43.57334,1.4193,Gare de St-Agne,43.57926,1.44956,3.62,2.528,75.1,0.2
Gare de Monéteau-Gurgy,47.85072,3.57995,Gare de Laroche-Migennes,47.96085,3.51294,9.62,13.24,393.2,1.06
Gare de Arc-et-Senans,47.03046,5.77693,Gare de Liesle,47.05883,5.8206,4.8,4.577,135.9,0.37
Gare de Liesle,47.05883,5.8206,Gare de Byans,47.11859,5.85224,5.6,7.071,210.0,0.57
Gare de Langon,44.55544,-0.25561,Gare de Cérons,44.63215,-0.3406,8.47,10.877,323.0,0.87
Gare de Cérons,44.63215,-0.3406,Gare de Podensac,44.64901,-0.35883,3.0,2.368,70.3,0.19
Gare de Portets,44.69283,-0.42539,Gare de Beautiran,44.70104,-0.45018,2.75,2.164,64.3,0.17
Gare de Beautiran,44.70104,-0.45018,Gare de St-Médard-d'Eyrans,44.71571,-0.50439,4.58,4.589,136.3,0.37
Gare de Bègles,44.79978,-0.55534,Gare de Bordeaux-St-Jean,44.82654,-0.55619,3.77,2.98,88.5,0.24
Gare de Podensac,44.64901,-0.35883,Gare de Arbanats,44.6743,-0.39555,3.5,4.047,120.2,0.32
Gare de Arbanats,44.6743,-0.39555,Gare de Portets,44.69283,-0.42539,3.1,3.136,93.1,0.25
Gare de St-Etienne-la-Terrasse,45.46485,4.37953,Gare de Andrézieux,45.52176,4.25518,12.82,11.588,344.2,0.93
Gare de Bonson,45.52217,4.21622,Gare de Sury-le-Comtal,45.52908,4.18243,6.09,2.745,81.5,0.22
Gare de Sury-le-Comtal,45.52908,4.18243,Gare de St-Romain-le-Puy,45.55455,4.12077,11.36,5.581,165.8,0.45
Gare de Niort,46.31935,-0.45439,Gare de La Crèche,46.36042,-0.29628,7.86,12.983,385.6,1.04
Gare de La Crèche,46.36042,-0.29628,Gare de St-Maixent (Deux-Sèvr.),46.40631,-0.20131,7.93,8.904,264.4,0.71
Gare de Rouillé,46.4188,0.04186,Gare de Lusignan,46.435,0.11576,4.58,5.95,176.7,0.48
Gare de La Rochelle-Ville,46.1527,-1.1453,Gare de La-Jarrie,46.12062,-1.02368,8.8,10.038,298.1,0.8
Gare de La-Jarrie,46.12062,-1.02368,Gare de Aigrefeuille-le-Thou,46.09349,-0.95127,4.73,6.352,188.7,0.51
Gare de Aigrefeuille-le-Thou,46.09349,-0.95127,Gare de Surgères,46.11342,-0.76213,8.53,14.766,438.6,1.18
Gare de Compiègne,49.42201,2.82349,Gare de Paris Gare du Nord,48.88014,2.35489,44.42,69.3,2058.2,5.54
Gare de Compiègne,49.42201,2.82349,Gare de Pont-Ste-Maxence,49.30978,2.60285,13.31,20.296,602.8,1.62
Gare de Chartres,48.4482,1.48123,Gare de Amilly-Ouerray,48.43845,1.38956,5.77,6.856,203.6,0.55
Gare de Amilly-Ouerray,48.43845,1.38956,Gare de St-Aubin-St-Luperce,48.44746,1.3337,3.77,4.245,126.1,0.34
Gare de St-Aubin-St-Luperce,48.44746,1.3337,Gare de Courville-sur-Eure,48.45136,1.23493,5.69,7.306,217.0,0.58
Gare de Courville-sur-Eure,48.45136,1.23493,Gare de Pontgouin,48.47785,1.14145,5.31,7.504,222.9,0.6
Gare de Pontgouin,48.47785,1.14145,Gare de La Loupe,48.47384,1.01087,7.46,9.647,286.5,0.77
Gare de Strasbourg,48.58517,7.73397,Gare de Lingolsheim,48.55944,7.67859,5.25,4.984,148.0,0.4
Gare de Port-Bou,42.42447,3.15785,Gare de Cerbère,42.44276,3.16552,4.93,2.131,63.3,0.17
Gare de Esvres,47.28412,0.78156,Gare de Veigné,47.2915,0.73444,5.19,3.652,108.5,0.29
Gare de Albertville,45.67318,6.38324,Gare de Frontenex,45.63055,6.31403,7.75,7.178,213.2,0.57
Gare de Frontenex,45.63055,6.31403,Gare de Grésy-sur-Isère,45.59444,6.25886,7.17,5.883,174.7,0.47
Gare de Grésy-sur-Isère,45.59444,6.25886,Gare de St-Pierre-d'Albigny,45.55737,6.15636,9.25,8.99,267.0,0.72
Gare de Albigny-Neuville,45.87486,4.83284,Gare de St-Germain-au-Mont-d'Or,45.88844,4.80418,2.42,2.687,79.8,0.21
Gare de Questembert,47.68313,-2.44967,Gare de Malansac,47.67543,-2.29575,6.92,11.568,343.6,0.93
Gare de Malansac,47.67543,-2.29575,Gare de Redon,47.65176,-2.08788,9.08,15.805,469.4,1.26
Gare de St-Julien-en-Genevois,46.14206,6.08552,Gare de Valleiry,46.10934,5.96739,10.46,9.815,291.5,0.79
