point_1,point_1,point_1,point_2,point_2,point_2,duree (min),distance (km),empreinte carbone (gCO2),prix (euros)
nom,latitude,longitude,nom,latitude,longitude,,,,
Gare de Assier,44.67459,1.86975,Gare de Gramat,44.77349,1.72237,11.33,16.034,476.2,1.28
Gare de Gramat,44.77349,1.72237,Gare de Rocamadour-Padirac,44.81791,1.65745,6.5,7.124,211.6,0.57
Gare de Rocamadour-Padirac,44.81791,1.65745,Gare de St-Denis-près-Martel,44.94579,1.66629,14.67,14.252,423.3,1.14
Gare de Les Quatre-Routes,44.99702,1.6445,Gare de Brive-la-Gaillarde,45.15256,1.52862,18.0,19.564,581.1,1.57
Lus-La-Croix-Haute-1075,44.6721,5.69805,Clelles-Mairie,44.82723,5.62261,26.6,18.269,542.6,1.46
Gare de Monestier-de-Clermont,44.91202,5.63395,Monestier-Centre,44.91628,5.63448,3.0,0.476,14.1,0.04
Gare de Lyon-Part-Dieu,45.76059,4.85944,Gare de Chambéry-Chal.-les-Eaux,45.57104,5.9198,83.8,85.144,2528.8,6.81
Gare de Lyon-Part-Dieu,45.76059,4.85944,Gare de Aix-les-Bains-le-Revard,45.68786,5.90935,69.2,81.991,2435.1,6.56
Gare de Hirson,49.91458,4.08429,Gare de Hirson-Ecoles,49.92966,4.08538,3.67,1.68,49.9,0.13
Gare de Barenton-Bugny,49.63066,3.65579,Laon-Gare-Routière-Poma,49.56973,3.62583,15.0,7.119,211.4,0.57
Gare de Reims,49.25907,4.02402,Gare de Epernay,49.04652,3.96021,22.75,24.112,716.1,1.93
Gare de Thouars,46.98525,-0.21051,Brion-près-Thouet,47.04872,-0.18491,11.17,7.328,217.6,0.59
Brion-près-Thouet,47.04872,-0.18491,Gare de Montreuil-Bellay,47.12533,-0.14804,11.67,8.974,266.5,0.72
Gare de Le Mans,47.99558,0.19214,Gare de Château-du-Loir,47.68328,0.41498,27.75,38.546,1144.8,3.08
Gare de Mende,44.52233,3.50191,Balsieges-Arrêt-RN88,44.48233,3.45621,10.67,5.744,170.6,0.46
Balsieges-Arrêt-RN88,44.48233,3.45621,Gare de Barjac,44.49936,3.41056,4.5,4.091,121.5,0.33
Gare de Barjac,44.49936,3.41056,Le-Bruel-RN88,44.48142,3.35815,7.0,4.616,137.1,0.37
Le-Bruel-RN88,44.48142,3.35815,Gare de Chanac,44.47338,3.34495,3.33,1.378,40.9,0.11
Gare de Chanac,44.47338,3.34495,Les-Salelles-RN88,44.48343,3.27963,5.5,5.307,157.6,0.42
Les-Salelles-RN88,44.48343,3.27963,Gare de Le Monastier,44.509,3.2522,9.0,3.584,106.4,0.29
Chirac-Ville,44.52286,3.26737,Gare de Marvejols,44.54462,3.28105,4.67,2.654,78.8,0.21
Gare de St-Sulpice (Tarn),43.77541,1.68104,Gare de Lisle-sur-Tarn,43.85623,1.80774,10.78,13.583,403.4,1.09
Gare de Gaillac,43.90596,1.89482,Gare de Cordes-Vindrac,44.06699,1.9,18.5,17.93,532.5,1.43
Gare de Cordes-Vindrac,44.06699,1.9,Gare de Lexos,44.14222,1.88443,8.75,8.466,251.4,0.68
Gare de Lexos,44.14222,1.88443,Gare de Laguépie,44.14549,1.96863,7.62,6.736,200.1,0.54
Gare de Laguépie,44.14549,1.96863,Gare de Najac,44.22248,1.97657,8.75,8.594,255.2,0.69
Gare de Najac,44.22248,1.97657,Gare de Villefranche-Rouergue,44.34768,2.03658,14.12,14.735,437.6,1.18
Gare de Villefranche-Rouergue,44.34768,2.03658,Gare de Salles-Courbatiers,44.47555,2.07902,14.0,14.629,434.5,1.17
Gare de Salles-Courbatiers,44.47555,2.07902,Gare de Capdenac,44.57766,2.0789,11.88,11.367,337.6,0.91
Gare de Gragnague,43.6958,1.56757,Gare de Toulouse-Matabiau,43.61146,1.45356,12.14,13.132,390.0,1.05
Gare de St-Florentin-Vergigny,47.98041,3.73095,Brienon Mairie,47.99194,3.61694,10.0,8.591,255.2,0.69
Brienon Mairie,47.99194,3.61694,Gare de Laroche-Migennes,47.96085,3.51294,13.0,8.488,252.1,0.68
Brienon Mairie,47.99194,3.61694,St-Florentin-Ville,48.00458,3.74046,10.0,9.308,276.4,0.74
St-Florentin-Ville,48.00458,3.74046,Neuvy-Sautour,48.04269,3.79278,10.33,5.759,171.0,0.46
Neuvy-Sautour,48.04269,3.79278,Coursan-en-Othe,48.07972,3.83027,5.0,4.977,147.8,0.4
Coursan-en-Othe,48.07972,3.83027,Auxon-Route-Nationale,48.10916,3.91554,4.0,7.137,212.0,0.57
Auxon-Route-Nationale,48.10916,3.91554,Le Cheminot,48.1475,4.01027,10.0,8.231,244.5,0.66
Le Cheminot,48.1475,4.01027,Troyes-Lombards,48.27805,4.06582,20.0,15.105,448.6,1.21
Gare de Cinq-Mars,47.34479,0.46008,Gare de Savonnières,47.36048,0.5438,4.8,6.551,194.6,0.52
Gare de Caen,49.17654,-0.34827,Gare de Frénouville-Cagny,49.14042,-0.25844,6.33,7.677,228.0,0.61
Gare de Frénouville-Cagny,49.14042,-0.25844,Gare de Moult-Argences,49.11097,-0.18641,4.0,6.187,183.8,0.49
Gare de Moult-Argences,49.11097,-0.18641,Gare de Mézidon-Canon,49.07087,-0.07497,5.67,9.269,275.3,0.74
Gare de Bauvin Provin,50.51114,2.90536,Gare de Don Sainghin,50.55172,2.91453,5.25,4.564,135.6,0.37
Gare de Les Versannes,45.08866,0.85722,Gare de Les Eyzies,44.94127,1.00827,16.5,20.26,601.7,1.62
Gare de St-Flour-Chaudes-Aigues,45.03484,3.10617,Gare de Massiac-Blesle,45.2537,3.19658,23.8,25.376,753.7,2.03
Gare de St-Chély-d'Apcher,44.8017,3.27074,Gare de St-Flour-Chaudes-Aigues,45.03484,3.10617,26.6,29.014,861.7,2.32
Gare de Châteauneuf-sur-Cher,46.85669,2.31021,Gare de St-Florent-sur-Cher,46.99212,2.25215,10.86,15.709,466.6,1.26
Gare de Vierzon,47.22652,2.05982,Gare de St-Florent-sur-Cher,46.99212,2.25215,24.0,29.886,887.6,2.39
Gare de Tincques,50.35701,2.49797,Gare de Savy-Berlette,50.35381,2.55782,7.43,4.266,126.7,0.34
Gare de Lutzelbourg,48.72986,7.2514,Gare de Sarrebourg,48.73794,7.05278,21.25,14.61,433.9,1.17
Gare de Corrèze,45.32934,1.88038,Gare de Egletons,45.40231,2.06514,18.0,16.576,492.3,1.33
Tarascon-Ariège-Mitter.,42.84654,1.60432,Gare de Tarascon-sur-Ariège,42.84945,1.60003,2.0,0.477,14.2,0.04
Gare de Tarascon-sur-Ariège,42.84945,1.60003,Ussat-les-Bains-Centre,42.82105,1.62133,5.0,3.608,107.2,0.29
Ussat-les-Bains-Centre,42.82105,1.62133,Les-cabannes-09-Centre,42.78494,1.68842,6.33,6.796,201.8,0.54
Les-cabannes-09-Centre,42.78494,1.68842,Vèbre-La-Remise,42.77392,1.71917,3.0,2.796,83.0,0.22
Vèbre-La-Remise,42.77392,1.71917,Gare de Luzenac-Garanou,42.76444,1.75315,3.33,2.971,88.2,0.24
Gare de Tours,47.38981,0.69351,Gare de La Membrolle-sur-Chois.,47.43182,0.64131,9.25,6.11,181.5,0.49
Gare de La Membrolle-sur-Chois.,47.43182,0.64131,Gare de St-Antoine-du-Rocher,47.50381,0.61637,6.25,8.231,244.5,0.66
Gare de St-Antoine-du-Rocher,47.50381,0.61637,Gare de Neuillé-Pont-Pierre,47.55846,0.56404,6.5,7.244,215.1,0.58
Gare de Dangé,46.93781,0.60878,Gare de Les Ormes-sur-Vienne,46.97078,0.60817,3.25,3.67,109.0,0.29
Charolles,46.43515,4.27341,Gare de Paray-le-Monial,46.44726,4.11363,15.0,12.33,366.2,0.99
Gare de Beauvoir-sur-Niort,46.1767,-0.46916,Gare de Fors,46.23454,-0.40693,7.33,8.027,238.4,0.64
Gare de Beauvoir-sur-Niort,46.1767,-0.46916,Gare de Niort,46.31935,-0.45439,16.0,15.92,472.8,1.27
Gare de Sarreguemines,49.1075,7.06887,Gare de Farschviller,49.08801,6.90816,14.2,11.913,353.8,0.95
Gare de Farschviller,49.08801,6.90816,Gare de Bening,49.13808,6.82901,12.4,8.02,238.2,0.64
Gare de Faulquemont,49.04534,6.60366,Gare de Metz-Ville,49.10979,6.1772,21.67,31.913,947.8,2.55
Gare de Redon,47.65176,-2.08788,Gare de Nantes,47.2175,-1.54193,43.25,63.456,1884.6,5.08
Gare de Vannes,47.66532,-2.75252,Gare de Redon,47.65176,-2.08788,25.88,49.856,1480.7,3.99
Gare de Bons-en-Chablais,46.27003,6.36616,Gare de Annemasse,46.19923,6.23639,21.25,12.726,378.0,1.02
Gare de Pagny (Côte-d'Or),47.04618,5.2008,Gare de Chaugey,47.08753,5.25528,6.17,6.185,183.7,0.49
Gare de Chaugey,47.08753,5.25528,Gare de St-Jean-de-Losne,47.0998,5.24433,4.0,1.598,47.5,0.13
Gare de Aiserey,47.17065,5.15839,Gare de Longecourt-en-Plaine,47.19387,5.13481,4.83,3.141,93.3,0.25
Gare de Longecourt-en-Plaine,47.19387,5.13481,Gare de Saulon,47.22418,5.10477,6.33,4.067,120.8,0.33
Gare de Bourg-en-Bresse,46.20013,5.21497,Gare de Polliat,46.24474,5.12383,5.67,8.598,255.4,0.69
Gare de Polliat,46.24474,5.12383,Gare de Mézériat,46.23493,5.04657,4.0,6.048,179.6,0.48
Gare de Vonnas,46.2272,4.99175,Gare de Pont-de-Veyle,46.26783,4.89295,5.83,8.849,262.8,0.71
Gare de Ambérieu-en-Bugey,45.95401,5.34231,Gare de Pont-d'Ain,46.05401,5.33433,13.33,11.149,331.1,0.89
Gare de Haguenau,48.81343,7.78237,Schweighouse-(Villa),48.81947,7.74234,8.4,3.01,89.4,0.24
Schweighouse-(Villa),48.81947,7.74234,Gare de Schweighouse (Bas-Rhin),48.82856,7.74234,2.0,1.012,30.1,0.08
Gare de Schweighouse (Bas-Rhin),48.82856,7.74234,Mertzwiller (Moulin),48.86739,7.68188,8.4,6.189,183.8,0.5
Mertzwiller (Moulin),48.86739,7.68188,Gare de Mertzwiller,48.872,7.67835,1.0,0.575,17.1,0.05
Gare de Gundershoffen,48.90538,7.6531,Gundershoffen (cygne),48.90756,7.65855,1.0,0.467,13.9,0.04
Gundershoffen (cygne),48.90756,7.65855,Reichshoffen-Usines,48.91946,7.65246,3.0,1.398,41.5,0.11
Reichshoffen-Usines,48.91946,7.65246,Gare de Reichshoffen-Ville,48.93071,7.65798,3.0,1.316,39.1,0.11
Gare de Reichshoffen-Ville,48.93071,7.65798,Niederbronn (Archéo),48.94789,7.65064,4.4,1.986,59.0,0.16
Niederbronn (Archéo),48.94789,7.65064,Niederbronn-H.-de-Ville,48.95082,7.64239,2.0,0.686,20.4,0.05
Niederbronn-H.-de-Ville,48.95082,7.64239,Gare de Niederbronn,48.95235,7.6338,2.0,0.651,19.3,0.05
Bitche,49.04912,7.4316,Bitche-Quartier-Driant,49.05497,7.45617,6.0,1.907,56.6,0.15
Gare de St-Saviol,46.14715,0.21789,Gare de Anché-Voulon,46.34964,0.2502,19.17,22.677,673.5,1.81
Gare de Naintré-les-Barres,46.75952,0.49607,Gare de Nerpuy,46.78351,0.52545,3.0,3.486,103.5,0.28
Gare de Nerpuy,46.78351,0.52545,Gare de Chatellerault,46.81856,0.54922,3.86,4.302,127.8,0.34
Gare de Dammartin-Juilly-St-Mar,49.03249,2.69858,Gare de Crépy-en-Valois,49.23126,2.88644,13.4,26.016,772.7,2.08
Gare de Ambérieu-en-Bugey,45.95401,5.34231,Ambronay-Priay-Rd-1075,46.00972,5.34089,9.17,6.202,184.2,0.5
Ambronay-Priay-Rd-1075,46.00972,5.34089,Gare de Pont-d'Ain,46.05401,5.33433,5.0,4.956,147.2,0.4
Gare de Pont-d'Ain,46.05401,5.33433,St-Martin-Du-Mont-Le-Fa,46.09564,5.31441,6.0,4.883,145.0,0.39
Gare de Velines,44.852,0.10368,Gare de St-Antoine-de-Breuilh,44.84673,0.15172,3.25,3.836,113.9,0.31
Gare de St-Antoine-de-Breuilh,44.84673,0.15172,Gare de Ste-Foy-la-Grande,44.83686,0.22133,5.0,5.603,166.4,0.45
Gare de Ste-Foy-la-Grande,44.83686,0.22133,Gare de Bergerac,44.8568,0.49035,14.83,21.348,634.0,1.71
Gare de Gaillac,43.90596,1.89482,Gare de Albi-Ville,43.92204,2.13864,17.88,19.634,583.1,1.57
Gare de Naucelle,44.18567,2.36326,Gare de Baraqueville-Carce.Pey.,44.27038,2.42751,13.67,10.732,318.7,0.86
Gare de Baraqueville-Carce.Pey.,44.27038,2.42751,Gare de Luc-Primaube,44.29139,2.55448,11.0,10.386,308.5,0.83
Gare de Luc-Primaube,44.29139,2.55448,Gare de Rodez,44.36265,2.58025,10.67,8.194,243.4,0.66
Gare de Toulouse-Matabiau,43.61146,1.45356,Gare de Montrabé,43.64511,1.52406,7.33,6.804,202.1,0.54
Gare de Bailleul (Nord),50.72912,2.7345,Gare de Steenwerck,50.71291,2.7871,3.2,4.123,122.5,0.33
Gare de Steenwerck,50.71291,2.7871,Gare de Nieppe,50.69688,2.82875,3.0,3.436,102.0,0.27
Gare de Nieppe,50.69688,2.82875,Gare de Armentières,50.68077,2.87751,3.0,3.878,115.2,0.31
Gare de Valenciennes,50.36318,3.51713,Gare de Beuvrages,50.38953,3.5061,9.6,3.036,90.2,0.24
Gare de Beuvrages,50.38953,3.5061,Gare de Raismes (Nord),50.39018,3.4791,5.0,1.918,57.0,0.15
Gare de Molsheim,48.53752,7.50021,Gare de Rosheim,48.50497,7.49128,5.22,3.683,109.4,0.29
Gare de Turckheim,48.08565,7.27917,Gare de Walbach-la-Forge,48.05863,7.23406,4.29,4.506,133.8,0.36
Gare de St-Gilles-L (Haut-Rhin),48.07535,7.26056,Gare de Wihr-au-Val-Soultzbach,48.04621,7.20966,4.67,4.986,148.1,0.4
Gare de Wihr-au-Val-Soultzbach,48.04621,7.20966,Gare de Munster,48.03825,7.13284,5.14,5.786,171.8,0.46
Gare de Serquigny,49.10767,0.71958,Gare de Brionne (Eure),49.19634,0.71157,7.0,9.888,293.7,0.79
Gare de Brionne (Eure),49.19634,0.71157,Gare de Bourgthéroulde-T.h.,49.3175,0.83966,14.0,16.386,486.7,1.31
Gare de Bourgthéroulde-T.h.,49.3175,0.83966,Gare de Elbeuf-St-Aubin,49.30268,1.0102,10.2,12.486,370.8,1.0
Gare de Bernay,49.08699,0.59573,Gare de Elbeuf-St-Aubin,49.30268,1.0102,32.4,38.542,1144.7,3.08
Gare de Aixe-sur-Vienne,45.79658,1.14574,Gare de St-Victurnien,45.87678,1.00973,12.0,13.819,410.4,1.11
Gare de St-Junien,45.88144,0.90049,Gare de Saillat-Chassenon,45.86951,0.81192,6.17,6.992,207.7,0.56
Gare de Dardilly-Les-Mouilles,45.80118,4.75622,Gare de Dardilly-Le-Jubin,45.81365,4.75848,3.67,1.399,41.6,0.11
Gare de Soultz-sous-Forêts,48.93451,7.88214,Gare de Hoffen,48.9312,7.9335,3.8,3.774,112.1,0.3
Gare de Riedseltz,48.99113,7.96299,Gare de Wissembourg,49.03153,7.95031,5.6,4.592,136.4,0.37
Gare de Mundolsheim,48.64502,7.72132,Gare de Vendenheim,48.66584,7.7177,2.71,2.333,69.3,0.19
Gare de Vendenheim,48.66584,7.7177,Gare de Hoerdt,48.70298,7.77907,5.14,6.118,181.7,0.49
Gare de Strasbourg,48.58517,7.73397,Gare de Saverne,48.74478,7.36215,30.6,32.603,968.3,2.61
Gare de La Bastide-St-Laurent,44.59258,3.90385,Gare de Luc (Lozère),44.65409,3.8911,8.0,6.921,205.6,0.55
Gare de Luc (Lozère),44.65409,3.8911,Gare de Langogne,44.73261,3.85728,13.0,9.141,271.5,0.73
Gare de Alleyras,44.91895,3.67355,Gare de Monistrol-d'Allier,44.96963,3.64979,15.8,5.944,176.5,0.48
Gare de Monistrol-d'Allier,44.96963,3.64979,Gare de Langeac,45.10122,3.49057,23.6,19.273,572.4,1.54
Gare de St-Georges-d'Aurac,45.16059,3.4947,Gare de Brioude,45.30066,3.37867,17.75,18.052,536.1,1.44
Gare de Ecully-la-Demi-Lune,45.76571,4.77952,Gare de Tassin,45.76153,4.75859,2.0,1.691,50.2,0.14
Gare de Tassin,45.76153,4.75859,Gare de Le Méridien,45.76883,4.7483,2.0,1.14,33.9,0.09
Gare de La Tour-de-Salvagny,45.80008,4.71615,Gare de Lentilly-Charpenay,45.81646,4.68129,3.0,3.262,96.9,0.26
Gare de Lentilly,45.82168,4.66702,Gare de Fleurieux-sur-Arbresle,45.84475,4.66057,3.33,2.616,77.7,0.21
Gare de Fleurieux-sur-Arbresle,45.84475,4.66057,Gare de L'Arbresle,45.83325,4.61824,4.67,3.524,104.7,0.28
St-Nizier-d'Azergues,46.08703,4.48043,Poule-Mairie,46.1481,4.44391,7.43,7.359,218.6,0.59
Ternand,45.94616,4.53659,Legny-Ponts-Tarrets,45.9068,4.57554,4.33,5.319,158.0,0.43
Legny-Ponts-Tarrets,45.9068,4.57554,Le Breuil (Rhône),45.89677,4.59122,1.33,1.65,49.0,0.13
Gare de Digoin,46.4852,3.98764,Gare de St-Agnan,46.50202,3.87901,9.33,8.533,253.4,0.68
Gare de Fegersheim-Lipsheim,48.49094,7.67256,Gare de Strasbourg,48.58517,7.73397,13.33,11.424,339.3,0.91
Gare de Flez-Cuzy-Tannay,47.36254,3.61502,Gare de Clamecy,47.46649,3.52065,20.14,13.581,403.4,1.09
Gare de Paris-Bercy,48.83921,2.3828,Gare de Montereau,48.37983,2.94291,43.5,65.684,1950.8,5.25
Gare de Langon,44.55544,-0.25561,Gare de Preignac,44.57834,-0.3019,4.75,4.469,132.7,0.36
Gare de Preignac,44.57834,-0.3019,Gare de Barsac,44.60408,-0.32051,3.75,3.223,95.7,0.26
Gare de Cadaujac,44.75208,-0.53767,Gare de Villenave-d'Ornon,44.76871,-0.54746,2.75,2.006,59.6,0.16
Gare de Cadaujac,44.75208,-0.53767,Gare de Bègles,44.79978,-0.55534,4.2,5.49,163.1,0.44
Chabreloche-Pont-Bascul,45.8766,3.6965,Gare de Thiers,45.86109,3.54306,19.0,12.018,356.9,0.96
Gare de St-Maixent (Deux-Sèvr.),46.40631,-0.20131,Gare de La Mothe-St-Héray,46.38092,-0.12987,5.4,6.17,183.2,0.49
Gare de La Mothe-St-Héray,46.38092,-0.12987,Gare de Pamproux,46.39981,-0.05198,5.4,6.339,188.3,0.51
Gare de Pamproux,46.39981,-0.05198,Gare de Lusignan,46.435,0.11576,8.33,13.456,399.6,1.08
Gare de Boulogne Ville,50.71559,1.60981,Gare de Calais Ville,50.95346,1.85075,32.5,31.433,933.6,2.51
Gare de Boulogne Ville,50.71559,1.60981,Gare de Calais Fréthun,50.90126,1.81103,26.0,25.05,744.0,2.0
Gare de Brive-la-Gaillarde,45.15256,1.52862,Gare de Allassac,45.25897,1.47323,14.0,12.617,374.7,1.01
Gare de Ballan,47.33676,0.61808,Gare de Joué-lès-Tours,47.35424,0.66709,10.43,4.177,124.1,0.33
Gare de Sévérac-le-Château,44.3252,3.05739,Gare de Campagnac-St-Geniez,44.42213,3.06613,12.2,10.812,321.1,0.86
Gare de Campagnac-St-Geniez,44.42213,3.06613,Gare de Banassac-la-Canourgue,44.44764,3.19621,14.8,10.722,318.4,0.86
Gare de Oloron-Ste-Marie,43.19501,-0.61227,Gare de Ogeu-les-Bains,43.15388,-0.50764,8.0,9.649,286.6,0.77
Gare de Ogeu-les-Bains,43.15388,-0.50764,Gare de Buzy-en-Béarn,43.14817,-0.45583,4.5,4.255,126.4,0.34
Gare de Buzy-en-Béarn,43.14817,-0.45583,Gare de Gan,43.2343,-0.3914,11.5,10.921,324.4,0.87
Gare de Gan,43.2343,-0.3914,Gare de Croix-du-Prince,43.28561,-0.37915,5.0,5.797,172.2,0.46
Gare de Croix-du-Prince,43.28561,-0.37915,Gare de Pau,43.29167,-0.36965,2.5,1.024,30.4,0.08
Gare de Chedde,45.92631,6.71979,Gare de St-Gervais-L-B-Le-Fayet,45.90647,6.70072,6.12,2.657,78.9,0.21
Gare de Rieux-Angicourt,49.29784,2.51968,Gare de Villers-St-Paul,49.28247,2.48935,2.86,2.789,82.8,0.22
Gare de Villers-St-Paul,49.28247,2.48935,Gare de Creil,49.26377,2.46918,3.14,2.545,75.6,0.2
Gare de Le Meux-Croix-St-Ouen,49.35934,2.75327,Gare de Longueil-Ste-Marie,49.34244,2.71788,3.6,3.182,94.5,0.25
Gare de Longueil-Ste-Marie,49.34244,2.71788,Gare de Chevrières,49.3374,2.68298,3.0,2.593,77.0,0.21
Gare de Chevrières,49.3374,2.68298,Gare de Pont-Ste-Maxence,49.30978,2.60285,5.33,6.577,195.3,0.53
Gare de St Quentin,49.84002,3.29693,Gare de Montescourt,49.73872,3.25191,9.83,11.731,348.4,0.94
Gare de Montescourt,49.73872,3.25191,Gare de Mennessis,49.69104,3.27192,4.17,5.5,163.3,0.44
Gare de Chauny,49.6102,3.22252,Gare de Appilly,49.58071,3.1212,5.0,8.014,238.0,0.64
Gare de Appilly,49.58071,3.1212,Gare de Noyon,49.57734,3.00638,5.4,8.296,246.4,0.66
Gare de Chasse-sur-Rhône,45.58239,4.79485,Gare de Sérézin,45.62718,4.81804,7.29,5.303,157.5,0.42
Gare de Le Luc-et-le-Cannet,43.3903,6.34301,Gare de Gonfaron,43.31721,6.28167,13.56,9.531,283.1,0.76
Gare de Pont-de-Beauvoisin,45.52454,5.68067,Gare de Les Abrets-Fitilieu,45.54213,5.57547,10.75,8.434,250.5,0.67
Gare de Rouessé-Vassé,48.1601,-0.19977,Gare de Sillé-le-Guillaume,48.18174,-0.12886,4.17,5.789,171.9,0.46
Gare de Sillé-le-Guillaume,48.18174,-0.12886,Gare de Crissé,48.16796,-0.06562,4.33,4.939,146.7,0.4
Gare de Crissé,48.16796,-0.06562,Gare de Conlie,48.12711,-0.01106,4.83,6.091,180.9,0.49
Gare de Laval,48.07625,-0.76094,Gare de Evron,48.15553,-0.39717,15.71,28.439,844.6,2.28
Gare de Evron,48.15553,-0.39717,Gare de Voutré,48.13417,-0.29232,6.5,8.143,241.8,0.65
Gare de Conlie,48.12711,-0.01106,Gare de Le Mans,47.99558,0.19214,12.62,21.045,625.0,1.68
Gare de Amiens,49.89053,2.3081,Gare de Moreuil,49.77698,2.47581,17.4,17.458,518.5,1.4
Gare de Tricot,49.562,2.58179,Gare de Estrées-St-Denis,49.43827,2.64198,9.4,14.444,429.0,1.16
Creutzwald G.R.,49.20778,6.6972,Merten,49.24872,6.66195,11.0,5.228,155.3,0.42
Merten,49.24872,6.66195,Merten-République,49.24891,6.66705,2.0,0.371,11.0,0.03
Merten-République,49.24891,6.66705,Falck (Rue principale),49.22923,6.63303,5.0,3.303,98.1,0.26
Falck (Rue principale),49.22923,6.63303,Hargarten-Falck,49.2188,6.63362,3.0,1.162,34.5,0.09
Hargarten-Falck,49.2188,6.63362,Hargarten-aux-Mines,49.22527,6.60916,2.0,1.919,57.0,0.15
Hargarten-aux-Mines,49.22527,6.60916,Téterchen,49.22721,6.5723,5.0,2.688,79.8,0.22
Téterchen,49.22721,6.5723,Brettnach,49.25785,6.56385,5.0,3.466,102.9,0.28
Brettnach,49.25785,6.56385,Alzing,49.27903,6.55222,2.0,2.504,74.4,0.2
Alzing,49.27903,6.55222,Bouzonville (Alzing),49.28994,6.53523,3.0,1.731,51.4,0.14
Bouzonville (Alzing),49.28994,6.53523,Bouzonville,49.28983,6.52975,4.4,0.398,11.8,0.03
Kédange,49.30561,6.33251,Metzeresche,49.29919,6.30498,4.0,2.122,63.0,0.17
Metzeresche,49.29919,6.30498,Metzervisse (Centre),49.31556,6.28529,4.0,2.316,68.8,0.19
Kédange,49.30561,6.33251,Metzervisse (Centre),49.31556,6.28529,4.0,3.601,106.9,0.29
Gare de Thionville,49.35392,6.16885,Kuntzig (Place liberté),49.3472,6.2371,13.67,5.005,148.6,0.4
Gare de Corrèze,45.32934,1.88038,Eyrein,45.34192,1.93256,4.6,4.317,128.2,0.35
Eyrein,45.34192,1.93256,Gare de Montaignac-St-Hippolyte,45.35459,1.97953,4.4,3.936,116.9,0.31
Gare de Montaignac-St-Hippolyte,45.35459,1.97953,Rosiers-d'Egletons,45.3764,2.0081,4.2,3.3,98.0,0.26
Gare de La Douzillère,47.33863,0.653,Gare de Joué-lès-Tours,47.35424,0.66709,5.83,2.037,60.5,0.16
Gare de St-Amand-Montrond-Orval,46.72652,2.48606,Gare de Bigny,46.8019,2.36823,12.4,12.294,365.1,0.98
Gare de Bigny,46.8019,2.36823,Gare de Châteauneuf-sur-Cher,46.85669,2.31021,7.8,7.532,223.7,0.6
Gare de Châteauneuf-sur-Cher,46.85669,2.31021,Gare de Lunery,46.93513,2.27507,8.6,9.132,271.2,0.73
Gare de Lunery,46.93513,2.27507,Gare de St-Florent-sur-Cher,46.99212,2.25215,7.0,6.579,195.4,0.53
Bourg-En-Bresse-Archive,46.19488,5.22614,Bourg-en-Bresse Gare R,46.2001,5.21498,6.2,1.038,30.8,0.08
Bourg-en-Bresse Gare R,46.2001,5.21498,Bourg-en-Bresse-Charité,46.20905,5.22051,3.8,1.084,32.2,0.09
Grenoble-Gare-Routière,45.19267,5.71436,Gare de Montmélian,45.50307,6.04312,45.67,43.075,1279.3,3.45
Paulhaguet-Monument,45.20747,3.51048,La Chomette,45.22946,3.47446,5.0,3.738,111.0,0.3
Sainte-Eugénie-de-Ville,45.13833,3.62388,St-George-d'Aurac-Bourg,45.15622,3.54077,7.33,6.822,202.6,0.55
Gare de Baziège,43.45355,1.62069,Gare de Montlaur,43.47489,1.57794,4.83,4.192,124.5,0.34
Gare de Montlaur,43.47489,1.57794,Gare de Escalquens,43.51704,1.54243,4.17,5.499,163.3,0.44
Gare de Escalquens,43.51704,1.54243,Gare de Labège-Village,43.53051,1.53334,2.75,1.669,49.6,0.13
Gare de Labège-Village,43.53051,1.53334,Gare de Labège-Innopole,43.54746,1.51296,2.38,2.503,74.3,0.2
Gare de Brion-Montréal-la-Cluse,46.17578,5.55851,Lyon-Part-Dieu-Gare-Rou,45.76044,4.8623,71.0,70.987,2108.3,5.68
Gare de Chambéry-Chal.-les-Eaux,45.57104,5.9198,Gare de Viviers-du-Lac,45.64853,5.90332,13.0,8.721,259.0,0.7
Gare de Viviers-du-Lac,45.64853,5.90332,Gare de Aix-les-Bains-le-Revard,45.68786,5.90935,6.86,4.403,130.8,0.35
Gare de St-Etienne-Carnot,45.44682,4.38538,Gare de St-Etienne-Bellevue,45.4172,4.39266,5.17,3.346,99.4,0.27
Gare de St-Etienne-Bellevue,45.4172,4.39266,Gare de Firminy,45.39164,4.28643,7.17,8.776,260.6,0.7
Gare de Bas-Monistrol,45.29767,4.13972,Gare de Pont-de-Lignon,45.26028,4.13795,5.2,4.164,123.7,0.33
Gare de Pont-de-Lignon,45.26028,4.13795,Gare de Retournac,45.20131,4.03603,10.4,10.341,307.1,0.83
Gare de Retournac,45.20131,4.03603,Gare de Vorey,45.18288,3.91136,10.67,9.993,296.8,0.8
Gare de Vorey,45.18288,3.91136,Gare de Le Puy-en-Velay,45.04272,3.89253,17.8,15.672,465.5,1.25
Gare de Laillé,47.97061,-1.74955,Gare de Bruz,48.02852,-1.75199,4.8,6.449,191.5,0.52
Gare de Ker Lann,48.04381,-1.73895,Gare de St-Jacques-de-la-Lande,48.0674,-1.71391,2.71,3.22,95.6,0.26
Gare de St-Jacques-de-la-Lande,48.0674,-1.71391,Gare de Rennes,48.10352,-1.67233,5.29,5.072,150.6,0.41
Gare de Pléchatel,47.87168,-1.77646,Gare de Guichen-Bourg-des-Comp.,47.93501,-1.76032,5.57,7.152,212.4,0.57
