point_1,point_1,point_1,point_2,point_2,point_2,duree (min),distance (km),empreinte carbone (gCO2),prix (euros)
nom,latitude,longitude,nom,latitude,longitude,,,,
Gare de Boulogne Tintelleries,50.72725,1.60908,Gare de Marquise Rinxent,50.80565,1.72985,27.0,12.185,131.6,1.1
Gare de Marquise Rinxent,50.80565,1.72985,Gare de Calais Ville,50.95346,1.85075,28.0,18.516,200.0,1.67
Gare de Boulogne Tintelleries,50.72725,1.60908,Gare de Wimille Wimereux,50.76384,1.6136,15.0,4.086,44.1,0.37
Gare de Wimille Wimereux,50.76384,1.6136,Gare de Marquise Rinxent,50.80565,1.72985,19.0,9.413,101.7,0.85
Gare de Marquise Rinxent,50.80565,1.72985,Gare de Calais Fréthun,50.90126,1.81103,21.0,12.076,130.4,1.09
Gare de Calais Fréthun,50.90126,1.81103,Gare de Les Fontinettes,50.94097,1.84985,14.0,5.192,56.1,0.47
Gare de Albi-Ville,43.92204,2.13864,Gare de Albi-Madeleine.,43.9379,2.14117,8.33,1.777,19.2,0.16
Gare de Albi-Madeleine.,43.9379,2.14117,Gare de Carmaux,44.049,2.15239,19.33,12.4,133.9,1.12
Gare de Carmaux,44.049,2.15239,Gare de Rodez,44.36265,2.58025,85.0,48.833,527.4,4.39
Gare de St-Denis-près-Martel,44.94579,1.66629,Gare de Paris-Austerlitz,48.84165,2.36604,481.0,436.925,4718.8,39.32
Gare de Latour-de-Carol-Enveitg,42.45816,1.90584,Gare de Porte-Puymorens,42.53876,1.82485,17.0,11.166,120.6,1.0
Gare de Porte-Puymorens,42.53876,1.82485,Gare de Andorre-L'Hospitalet,42.58838,1.79852,9.67,5.93,64.0,0.53
Gare de Andorre-L'Hospitalet,42.58838,1.79852,Gare de Mérens-les-Vals,42.65868,1.83642,16.0,8.419,90.9,0.76
Gare de Mérens-les-Vals,42.65868,1.83642,Gare de Ax-les-Thermes,42.72481,1.83332,15.5,7.366,79.6,0.66
Gare de Ax-les-Thermes,42.72481,1.83332,Gare de Les Cabannes,42.78654,1.68618,17.0,13.851,149.6,1.25
Gare de Les Cabannes,42.78654,1.68618,Gare de Tarascon-sur-Ariège,42.84945,1.60003,13.5,9.926,107.2,0.89
Gare de Tarascon-sur-Ariège,42.84945,1.60003,Gare de Foix,42.9693,1.60739,17.5,13.355,144.2,1.2
Gare de Foix,42.9693,1.60739,Gare de Pamiers,43.11618,1.619,13.5,16.378,176.9,1.47
Gare de Pamiers,43.11618,1.619,Gare de Saverdun,43.23942,1.57042,14.0,14.274,154.2,1.28
Gare de Saverdun,43.23942,1.57042,Gare de Auterive,43.34883,1.46862,16.5,14.709,158.9,1.32
Gare de Auterive,43.34883,1.46862,Gare de Aubrais-(les),47.92692,1.90608,461.5,510.753,5516.1,45.97
Gare de Les Cabannes,42.78654,1.68618,Gare de Luzenac-Garanou,42.76444,1.75315,8.0,6.0,64.8,0.54
St-Louis-57-Eglise,48.71844,7.19423,Arzviller-Ecole,48.72037,7.16595,3.5,2.088,22.6,0.19
Arzviller-Ecole,48.72037,7.16595,Hommarting-Tilleuls,48.73881,7.14572,3.0,2.534,27.4,0.23
Hommarting-Tilleuls,48.73881,7.14572,HOMMARTING-BELLEVUE,48.74818,7.13715,1.5,1.218,13.2,0.11
HOMMARTING-BELLEVUE,48.74818,7.13715,Gare de Sarrebourg,48.73794,7.05278,18.0,6.297,68.0,0.57
Gare de Lutzelbourg,48.72986,7.2514,Gare de Sarrebourg,48.73794,7.05278,55.0,14.61,157.8,1.31
Hommarting-Tilleuls,48.73881,7.14572,Guntzviller-Rue-du-Réht,48.71016,7.16155,5.0,3.394,36.7,0.31
Guntzviller-Rue-du-Réht,48.71016,7.16155,Arzviller-Ecole,48.72037,7.16595,2.0,1.182,12.8,0.11
St-Louis-57-Eglise,48.71844,7.19423,St-Louis-57-Incliné,48.71815,7.19312,1.0,0.088,1.0,0.01
St-Louis-57-Incliné,48.71815,7.19312,Gare de Lutzelbourg,48.72986,7.2514,7.0,4.474,48.3,0.4
Gare de Rémilly,49.01407,6.39503,Gare de Sanry-sur-Nied,49.04471,6.3398,15.0,5.28,57.0,0.48
Gare de Sanry-sur-Nied,49.04471,6.3398,Gare de Courcelles-sur-Nied,49.06323,6.31121,5.0,2.933,31.7,0.26
Gare de Courcelles-sur-Nied,49.06323,6.31121,Gare de Peltre,49.07401,6.22211,14.5,6.608,71.4,0.59
Gare de Peltre,49.07401,6.22211,Gare de Metz-Ville,49.10979,6.1772,15.5,5.156,55.7,0.46
Gare de Foix,42.9693,1.60739,Gare de Varilhes,43.04149,1.62858,12.0,8.219,88.8,0.74
Gare de Varilhes,43.04149,1.62858,Gare de Pamiers,43.11618,1.619,15.0,8.351,90.2,0.75
Gare de Pamiers,43.11618,1.619,Gare de Vernet-d'Ariège,43.18949,1.6117,11.0,8.182,88.4,0.74
Gare de Vernet-d'Ariège,43.18949,1.6117,Gare de Saverdun,43.23942,1.57042,11.0,6.489,70.1,0.58
Gare de Saverdun,43.23942,1.57042,Gare de Cintegabelle,43.30535,1.52109,9.0,8.358,90.3,0.75
Gare de Cintegabelle,43.30535,1.52109,Gare de Auterive,43.34883,1.46862,9.0,6.44,69.6,0.58
Gare de Auterive,43.34883,1.46862,Gare de Venerque-le-Vernet,43.43333,1.42587,15.0,10.022,108.2,0.9
Gare de Venerque-le-Vernet,43.43333,1.42587,Gare de Pins Justaret,43.48077,1.39959,9.0,5.692,61.5,0.51
Gare de Pins Justaret,43.48077,1.39959,Gare de Portet-St-Simon,43.53078,1.4059,15.0,5.59,60.4,0.5
Gare de Portet-St-Simon,43.53078,1.4059,Gare de Toulouse-Matabiau,43.61146,1.45356,30.0,9.769,105.5,0.88
Gare de Toulouse-Matabiau,43.61146,1.45356,Gare de Venerque-le-Vernet,43.43333,1.42587,28.0,19.954,215.5,1.8
Gare de Auterive,43.34883,1.46862,Cintegabelle-Rond-Point,43.30539,1.52117,7.0,6.441,69.6,0.58
Cintegabelle-Rond-Point,43.30539,1.52117,Gare de Saverdun,43.23942,1.57042,8.0,8.358,90.3,0.75
Gare de Saverdun,43.23942,1.57042,Vernet-Ariège-Abri-Bus,43.18427,1.60975,8.0,6.919,74.7,0.62
Vernet-Ariège-Abri-Bus,43.18427,1.60975,Gare de Pamiers,43.11618,1.619,8.0,7.617,82.3,0.69
Varilhes-Centre,43.04498,1.62761,Gare de St-Jean-de-Verges,43.01234,1.60815,5.0,3.963,42.8,0.36
Varilhes-Centre,43.04498,1.62761,Gare de Varilhes,43.04149,1.62858,3.0,0.396,4.3,0.04
Gare de Foix,42.9693,1.60739,Montgaillard (Ariège),42.93361,1.63417,5.0,4.533,49.0,0.41
Montgaillard (Ariège),42.93361,1.63417,St-Paul-St-Antoine,42.91939,1.64072,2.0,1.671,18.0,0.15
St-Paul-St-Antoine,42.91939,1.64072,Mercus-Garrabet-Centre,42.8771,1.62721,5.0,4.835,52.2,0.44
Mercus-Garrabet-Centre,42.8771,1.62721,Tarascon-Ariège-Mitter.,42.84654,1.60432,7.0,3.881,41.9,0.35
Gare de Ax-les-Thermes,42.72481,1.83332,Mérens-les-Vals-Village,42.65612,1.83642,13.0,7.651,82.6,0.69
Mérens-les-Vals-Village,42.65612,1.83642,Gare de Andorre-L'Hospitalet,42.58838,1.79852,11.0,8.155,88.1,0.73
Gare de Porte-Puymorens,42.53876,1.82485,Latour de Carol,42.4589,1.90423,15.0,11.021,119.0,0.99
Gare de Reims,49.25907,4.02402,Gare de Charleville-Mézières,49.76742,4.72485,80.0,75.946,820.2,6.84
Gare de Haguenau,48.81343,7.78237,Gare de Soultz-sous-Forêts,48.93451,7.88214,18.5,15.33,165.6,1.38
Gare de Soultz-sous-Forêts,48.93451,7.88214,Gare de Wissembourg,49.03153,7.95031,20.0,11.893,128.4,1.07
Gare de Haguenau,48.81343,7.78237,Walbourg-Séminaire.,48.88654,7.78939,15.0,8.155,88.1,0.73
Walbourg-Séminaire.,48.88654,7.78939,Surbourg-St-Aboga.,48.90692,7.8471,7.5,4.794,51.8,0.43
Surbourg-St-Aboga.,48.90692,7.8471,Gare de Soultz-sous-Forêts,48.93451,7.88214,5.0,4.0,43.2,0.36
Gare de Soultz-sous-Forêts,48.93451,7.88214,Schoenenbourg-Centre.,48.9524,7.9123,6.5,2.971,32.1,0.27
Schoenenbourg-Centre.,48.9524,7.9123,Ingolsheim-(Centre).,48.97476,7.93729,4.0,3.087,33.3,0.28
Ingolsheim-(Centre).,48.97476,7.93729,Riedseltz-Chapelle,48.99034,7.95072,2.0,1.993,21.5,0.18
Riedseltz-Chapelle,48.99034,7.95072,Riedseltz S Polyvalente,48.9907019,7.9628874,1.0,0.89,9.6,0.08
Riedseltz S Polyvalente,48.9907019,7.9628874,Wissembourg-Altenstadt.,49.02825,7.96388,8.0,4.18,45.1,0.38
Wissembourg-Altenstadt.,49.02825,7.96388,Gare de Wissembourg,49.03153,7.95031,1.0,1.056,11.4,0.1
Sarrebourg-LP-Messmer,48.73674,7.06872,Gare de Sarrebourg,48.73794,7.05278,8.0,1.178,12.7,0.11
Gare de Tours,47.38981,0.69351,Gare de Monts (Indre-et-Loire),47.282,0.65473,30.0,12.353,133.4,1.11
Gare de Monts (Indre-et-Loire),47.282,0.65473,Gare de Ste-Maure-Noyant,47.11111,0.57701,35.0,19.911,215.0,1.79
Gare de Ste-Maure-Noyant,47.11111,0.57701,Gare de Port-de-Piles,47.01015,0.59856,20.0,11.357,122.7,1.02
Gare de Paray-le-Monial,46.44726,4.11363,Digoin-Lycée,46.47706,3.9919,12.5,9.906,107.0,0.89
Digoin-Lycée,46.47706,3.9919,Gare de Digoin,46.4852,3.98764,3.0,0.963,10.4,0.09
Gare de Chessy (Rhône),45.88554,4.6225,Gare de Bois-d'Oingt-Légny,45.90659,4.57558,3.0,4.325,46.7,0.39
Letra-Gabodière,45.96143,4.51648,Chamelet-Centre.,45.98267,4.50879,3.0,2.438,26.3,0.22
Chamelet-Centre.,45.98267,4.50879,Chambost-Allières.,46.01869,4.49913,4.0,4.079,44.1,0.37
St-Nizier-d'Azergues,46.08703,4.48043,Poule,46.14811,4.45653,6.0,7.045,76.1,0.63
Poule,46.14811,4.45653,Poule-Mairie,46.1481,4.44391,2.0,0.973,10.5,0.09
Poule-Mairie,46.1481,4.44391,Chauffailles-Gambetta,46.20691,4.33651,20.0,10.554,114.0,0.95
Gare de Neussargues,45.12539,2.97913,Ste-Anastasie,45.17272,2.96838,11.0,5.336,57.6,0.48
Ste-Anastasie,45.17272,2.96838,Allanche,45.22967,2.93146,10.0,6.97,75.3,0.63
Allanche,45.22967,2.93146,Landeyrat,45.27754,2.87001,9.0,7.182,77.6,0.65
Landeyrat,45.27754,2.87001,Marcenat,45.30494,2.82823,6.0,4.473,48.3,0.4
Marcenat,45.30494,2.82823,Feniers,45.32425,2.77068,8.0,4.992,53.9,0.45
Feniers,45.32425,2.77068,Condat,45.33482,2.75981,3.0,1.452,15.7,0.13
Condat,45.33482,2.75981,St-Amandin,45.34314,2.69449,11.5,5.194,56.1,0.47
St-Amandin,45.34314,2.69449,Riom-es-Montagne-Cliniq,45.28165,2.6596,11.0,7.37,79.6,0.66
Riom-es-Montagne-Cliniq,45.28165,2.6596,Riom_Es_M_la_Poste.,45.28283,2.65919,1.0,0.135,1.5,0.01
Charency-Carrefour,49.48754,5.51334,Vezin-Carrefour,49.48249,5.5111,2.0,0.585,6.3,0.05
Vezin-Carrefour,49.48249,5.5111,Villers-le-Rond,49.46432,5.48963,5.0,2.55,27.5,0.23
Villers-le-Rond,49.46432,5.48963,Jean-les-Longuyon (St),49.45306,5.46367,2.0,2.258,24.4,0.2
Jean-les-Longuyon (St),49.45306,5.46367,Marville Pl de l'Eglise,49.453,5.4583,3.0,0.389,4.2,0.04
Marville Pl de l'Eglise,49.453,5.4583,Ire-le-Sec,49.47613,5.38652,9.0,5.796,62.6,0.52
Ire-le-Sec,49.47613,5.38652,Montmédy (Centre),49.51933,5.36652,6.0,5.022,54.2,0.45
Montmédy (Centre),49.51933,5.36652,Gare de Montmédy,49.52279,5.37104,1.0,0.505,5.5,0.05
Charency-Carrefour,49.48754,5.51334,Epiez-sur-Chiers,49.49137,5.50453,3.0,0.767,8.3,0.07
Epiez-sur-Chiers,49.49137,5.50453,Vezin-Carrefour,49.48249,5.5111,4.0,1.097,11.8,0.1
Longuyon (Pont-2-Eaux),49.44865,5.59951,Longuyon (Collège),49.43443,5.61443,12.0,1.916,20.7,0.17
Gare de Niort,46.31935,-0.45439,Gare de Fors,46.23454,-0.40693,22.0,10.122,109.3,0.91
Gare de Fors,46.23454,-0.40693,Gare de Marigny (Deux-Sèvres),46.19903,-0.42863,10.0,4.292,46.4,0.39
Gare de Marigny (Deux-Sèvres),46.19903,-0.42863,Gare de Beauvoir-sur-Niort,46.1767,-0.46916,9.0,3.992,43.1,0.36
Gare de Beauvoir-sur-Niort,46.1767,-0.46916,Gare de Prissé-la-Charrière,46.15276,-0.49367,8.0,3.267,35.3,0.29
Gare de Sarreguemines,49.1075,7.06887,Gare de Farschviller,49.08801,6.90816,21.0,11.913,128.7,1.07
Gare de Farschviller,49.08801,6.90816,Gare de Bening,49.13808,6.82901,19.0,8.02,86.6,0.72
Gare de Sarreguemines,49.1075,7.06887,Gare de Hundling,49.10754,6.98162,12.0,6.358,68.7,0.57
Gare de Hundling,49.10754,6.98162,Gare de Farschviller,49.08801,6.90816,12.0,5.779,62.4,0.52
Gare de Farschviller,49.08801,6.90816,Gare de Farebersviller,49.11808,6.86159,11.0,4.767,51.5,0.43
Gare de Farebersviller,49.11808,6.86159,Gare de Bening,49.13808,6.82901,8.5,3.254,35.1,0.29
Gare de Aurillac,44.92099,2.43555,Gare de Vic-sur-Cère,44.97595,2.63144,25.0,16.601,179.3,1.49
Gare de Vic-sur-Cère,44.97595,2.63144,Gare de Le Lioran,45.09075,2.75327,22.0,15.974,172.5,1.44
Gare de Le Lioran,45.09075,2.75327,Gare de Murat (Cantal),45.10908,2.86959,12.0,9.365,101.1,0.84
Gare de Murat (Cantal),45.10908,2.86959,Gare de Neussargues,45.12539,2.97913,15.0,8.794,95.0,0.79
Gare de Neussargues,45.12539,2.97913,Gare de Massiac-Blesle,45.2537,3.19658,31.0,22.249,240.3,2.0
Gare de St-Julien-en-Genevois,46.14206,6.08552,St-Martin-d'Hères,45.193,5.76888,107.5,108.48,1171.6,9.76
Gare de Annemasse,46.19923,6.23639,Gare de Chambéry-Chal.-les-Eaux,45.57104,5.9198,100.0,74.106,800.3,6.67
Gare de Pagny (Côte-d'Or),47.04618,5.2008,Gare de Chaugey,47.08753,5.25528,9.0,6.185,66.8,0.56
Gare de Chaugey,47.08753,5.25528,Gare de St-Jean-de-Losne,47.0998,5.24433,8.0,1.598,17.3,0.14
Gare de Aiserey,47.17065,5.15839,Gare de Longecourt-en-Plaine,47.19387,5.13481,9.0,3.141,33.9,0.28
Gare de Longecourt-en-Plaine,47.19387,5.13481,Gare de Saulon,47.22418,5.10477,12.0,4.067,43.9,0.37
Bricon(la Poste),48.08082,4.97722,Orges,48.08083,4.92665,5.0,3.761,40.6,0.34
Orges,48.08083,4.92665,Pont-la-Ville,48.08361,4.89083,3.0,2.682,29.0,0.24
Pont-la-Ville,48.08361,4.89083,Cirfontaines-en-Azois,48.11055,4.8725,5.0,3.294,35.6,0.3
Cirfontaines-en-Azois,48.11055,4.8725,Maranville-la-Poste,48.13527,4.8625,3.0,2.85,30.8,0.26
Maranville-la-Poste,48.13527,4.8625,Longchamp-sur-Aujon,48.14806,4.83305,4.0,2.61,28.2,0.23
Longchamp-sur-Aujon,48.14806,4.83305,Clairvaux D12,48.14611,4.79305,6.0,2.979,32.2,0.27
Clairvaux D12,48.14611,4.79305,Ville-sous-La-Ferté,48.12,4.78944,3.0,2.919,31.5,0.26
Romorantin-Lycée-de-F,47.36936,1.73913,Romorantin-Gendarmerie,47.38437,1.7379,3.0,1.673,18.1,0.15
Romorantin-Gendarmerie,47.38437,1.7379,Millançay-Bourg,47.44759,1.77289,7.0,7.515,81.2,0.68
Millançay-Bourg,47.44759,1.77289,Chaumont-sur-Tharonne,47.61062,1.90438,16.0,20.665,223.2,1.86
Gare de Bening,49.13808,6.82901,Gare de St-Avold,49.0857,6.72072,19.0,9.811,106.0,0.88
Gare de St-Avold,49.0857,6.72072,Gare de Faulquemont,49.04534,6.60366,18.5,9.648,104.2,0.87
Gare de Faulquemont,49.04534,6.60366,Gare de Rémilly,49.01407,6.39503,22.5,15.62,168.7,1.41
Gare de Rémilly,49.01407,6.39503,Gare de Metz-Ville,49.10979,6.1772,26.0,19.131,206.6,1.72
St-Martin-Du-Mont-Le-Fa,46.09564,5.31441,Bourg-en-Bresse Gare R,46.2001,5.21498,21.0,13.929,150.4,1.25
Riquewihr-Poste,48.16591,7.29988,Zellenberg-Route-du-Vin,48.17054,7.31839,4.0,1.468,15.9,0.13
Zellenberg-Route-du-Vin,48.17054,7.31839,Ribeauville-Gare-Routière,48.19221,7.32577,7.0,2.474,26.7,0.22
Ribeauville-Gare-Routière,48.19221,7.32577,Guémar-Rd-Point-Sony,48.19001,7.37084,6.0,3.354,36.2,0.3
Guémar-Rd-Point-Sony,48.19001,7.37084,Gare de Sélestat,48.25964,7.4421,14.5,9.381,101.3,0.84
Gare de Pont-à-Mousson,48.90028,6.0508,Gare de Metz-Ville,49.10979,6.1772,54.0,25.082,270.9,2.26
Gare de Molsheim,48.53752,7.50021,Gare de Rosheim,48.50497,7.49128,9.5,3.683,39.8,0.33
Gare de Rosheim,48.50497,7.49128,Obernai-Passage-Niveau.,48.46085,7.48941,9.0,4.913,53.1,0.44
Obernai-Passage-Niveau.,48.46085,7.48941,Gare de Barr,48.40305,7.45691,15.0,6.867,74.2,0.62
Gare de Molsheim,48.53752,7.50021,Gare de Dorlisheim,48.52429,7.49282,5.0,1.57,17.0,0.14
Gare de Dorlisheim,48.52429,7.49282,Gare de Rosheim,48.50497,7.49128,5.0,2.154,23.3,0.19
Gare de Rosheim,48.50497,7.49128,Rosheim-Maison-Enfance.,48.49833,7.47861,1.5,1.191,12.9,0.11
Rosheim-Maison-Enfance.,48.49833,7.47861,Gare de Bischoffsheim,48.48678,7.49806,3.0,1.927,20.8,0.17
Gare de Bischoffsheim,48.48678,7.49806,Obernai-Passage-Niveau.,48.46085,7.48941,6.0,2.956,31.9,0.27
Obernai-Passage-Niveau.,48.46085,7.48941,Gare de Goxwiller,48.43259,7.4787,9.0,3.244,35.0,0.29
Gare de Goxwiller,48.43259,7.4787,Gare de Gertwiller,48.41329,7.46591,7.0,2.347,25.3,0.21
Gare de Gertwiller,48.41329,7.46591,Gare de Barr,48.40305,7.45691,4.5,1.32,14.3,0.12
Gare de Sélestat,48.25964,7.4421,Scherwiller rue Gare,48.28832,7.42936,10.0,3.329,36.0,0.3
Scherwiller rue Gare,48.28832,7.42936,Gare de Dambach-la-Ville,48.32118,7.4355,10.0,3.686,39.8,0.33
Gare de Dambach-la-Ville,48.32118,7.4355,Epfig-Eglise-/-RN.,48.35916,7.46611,7.0,4.796,51.8,0.43
Epfig-Eglise-/-RN.,48.35916,7.46611,Eichhoffen-Gare.,48.38269,7.44888,5.0,2.913,31.5,0.26
Eichhoffen-Gare.,48.38269,7.44888,Gare de Barr,48.40305,7.45691,6.0,2.343,25.3,0.21
Gare de Bordeaux-St-Jean,44.82654,-0.55619,Gare de St-André-de-Cubzac,44.99118,-0.44048,40.0,20.472,221.1,1.84
Gare de St-André-de-Cubzac,44.99118,-0.44048,Gare de St-Mariens-St-Yzan,45.13908,-0.39169,20.0,16.905,182.6,1.52
Gare de Contrexéville,48.17998,5.89098,Gare de Nancy-Ville,48.68978,6.17427,77.5,60.483,653.2,5.44
Lyon-Perrache-Gare-Rout,45.74971,4.82678,Gare de La Verpillière,45.6276,5.15075,36.0,28.626,309.2,2.58
Brion-Laizy,46.90856,4.2072,Brion-Laisy-Mairie,46.90719,4.19108,1.0,1.235,13.3,0.11
Brion-Laisy-Mairie,46.90719,4.19108,Autun,46.95468,4.29303,13.5,9.381,101.3,0.84
Gare de St Quentin,49.84002,3.29693,Gare de Tergnier,49.65924,3.29723,28.0,20.124,217.3,1.81
Gare de Noyon,49.57734,3.00638,Gare de Compiègne,49.42201,2.82349,30.0,21.767,235.1,1.96
Gare de Metz-Ville,49.10979,6.1772,Gare de Conflans-Jarny,49.16638,5.86824,40.0,23.366,252.4,2.1
Gare de Etain,49.20771,5.63948,Buzy-Village,49.17106,5.7101,7.0,6.561,70.9,0.59
Buzy-Village,49.17106,5.7101,Gare de Conflans-Jarny,49.16638,5.86824,13.0,11.522,124.4,1.04
Gare de Metz-Ville,49.10979,6.1772,Gare de Longwy,49.51303,5.7696,55.0,53.758,580.6,4.84
Gare de Lamure-sur-Azergues,46.0611,4.49212,Grandris-Centre,46.03692,4.47233,7.0,3.096,33.4,0.28
Poule-Mairie,46.1481,4.44391,Gare de Chauffailles,46.2074,4.34538,18.33,10.062,108.7,0.91
Gare de Chauffailles,46.2074,4.34538,Gare de La Clayette-Baudemont,46.28816,4.29845,20.0,9.689,104.6,0.87
Gare de La Clayette-Baudemont,46.28816,4.29845,Charolles,46.43515,4.27341,17.33,16.475,177.9,1.48
Comines (France),50.761,3.00972,Ste Marguerite,50.74028,3.0092,8.0,2.307,24.9,0.21
Ste Marguerite,50.74028,3.0092,Quesnoy sur Deule,50.70807,2.99551,12.0,3.713,40.1,0.33
Quesnoy sur Deule,50.70807,2.99551,Gare de Lille Flandres,50.6362,3.07102,34.0,9.612,103.8,0.87
Wambrechies,50.68104,3.04055,Marquette,50.67239,3.05106,6.0,1.215,13.1,0.11
Marquette,50.67239,3.05106,Gare de Lille Flandres,50.6362,3.07102,24.0,4.268,46.1,0.38
Gare de Digoin,46.4852,3.98764,Gare de St-Agnan,46.50202,3.87901,11.0,8.533,92.2,0.77
Gare de St-Agnan,46.50202,3.87901,Perrigny-sur-Loire,46.53054,3.84612,5.0,4.053,43.8,0.36
Perrigny-sur-Loire,46.53054,3.84612,Gare de Gilly-sur-Loire,46.53698,3.78179,5.0,4.978,53.8,0.45
Gare de Gilly-sur-Loire,46.53698,3.78179,Diou-ville-Allier-(Bus),46.53335,3.74795,6.0,2.623,28.3,0.24
Diou-ville-Allier-(Bus),46.53335,3.74795,Gare de Dompierre-Sept-Fons,46.52627,3.6749,10.0,5.65,61.0,0.51
Gare de Dompierre-Sept-Fons,46.52627,3.6749,Thiel-Sur-Acolin-Bus,46.52627,3.57879,7.0,7.361,79.5,0.66
Thiel-Sur-Acolin-Bus,46.52627,3.57879,Montbeugny-Centre,46.52819,3.4927,7.0,6.597,71.2,0.59
Montbeugny-Centre,46.52819,3.4927,Gare de Moulins-sur-Allier,46.56136,3.33876,16.5,12.351,133.4,1.11
Gare de Sélestat,48.25964,7.4421,Gare de Benfeld,48.3738,7.58437,20.0,16.505,178.3,1.49
Gare de Dormans,49.07925,3.64173,Gare de Château-Thierry,49.03817,3.40927,30.0,17.562,189.7,1.58
Gare de St-Dizier,48.64281,4.94719,Gare de Bar-le-Duc,48.77363,5.16702,35.0,21.745,234.8,1.96
Gare de Cravant-Bazarnes,47.67858,3.68147,Gare de Champs-St-Bris,47.73825,3.60361,12.0,8.839,95.5,0.8
Gare de Champs-St-Bris,47.73825,3.60361,Gare de Auxerre-St-Gervais,47.79761,3.58514,11.5,6.751,72.9,0.61
Gare de Auxerre-St-Gervais,47.79761,3.58514,Gare de Monéteau-Gurgy,47.85072,3.57995,15.0,5.925,64.0,0.53
Gare de Monéteau-Gurgy,47.85072,3.57995,Gare de Chemilly-Appoigny,47.89737,3.55441,9.0,5.532,59.7,0.5
Gare de Chemilly-Appoigny,47.89737,3.55441,Gare de Laroche-Migennes,47.96085,3.51294,21.0,7.714,83.3,0.69
Gare de Lons-le-Saunier,46.6684,5.55088,Montain-Lavigny,46.71551,5.58535,10.0,5.868,63.4,0.53
Montain-Lavigny,46.71551,5.58535,Voiteur-Halte-Routiere.,46.7551,5.61131,4.5,4.832,52.2,0.43
Voiteur-Halte-Routiere.,46.7551,5.61131,Domblans-Halte-Routier.,46.76359,5.59736,3.5,1.423,15.4,0.13
Domblans-Halte-Routier.,46.76359,5.59736,Passenans,46.79848,5.61802,12.0,4.191,45.3,0.38
Passenans,46.79848,5.61802,Gare de St-Lothain,46.82372,5.64506,9.0,3.484,37.6,0.31
Gare de St-Lothain,46.82372,5.64506,Gare de Poligny,46.84417,5.70032,11.5,4.785,51.7,0.43
Gare de Poligny,46.84417,5.70032,Buvilly-Halte-Routiere.,46.86935,5.71656,6.0,3.063,33.1,0.28
Buvilly-Halte-Routiere.,46.86935,5.71656,Gare de Arbois (Jura),46.91242,5.76477,11.5,6.036,65.2,0.54
Gare de Arbois (Jura),46.91242,5.76477,Gare de Mouchard,46.97681,5.79972,12.25,7.644,82.6,0.69
Gare de Arc-et-Senans,47.03046,5.77693,Gare de Liesle,47.05883,5.8206,8.0,4.577,49.4,0.41
Gare de Liesle,47.05883,5.8206,Gare de Byans,47.11859,5.85224,6.0,7.071,76.4,0.64
Gare de Byans,47.11859,5.85224,Gare de Besançon-Viotte,47.24704,6.02191,34.0,19.216,207.5,1.73
Gare de Poligny,46.84417,5.70032,Gare de Lons-le-Saunier,46.6684,5.55088,34.0,22.643,244.5,2.04
Gare de Nancy-Ville,48.68978,6.17427,Gare de Verdun,49.16542,5.38007,108.0,78.595,848.8,7.07
Lyon-Part-Dieu-Gare-Rou,45.76044,4.8623,Gare de St-André-de-Corcy,45.92593,4.94878,30.0,19.605,211.7,1.76
Gare de St-André-de-Corcy,45.92593,4.94878,Gare de Villars-les-Dombes,46.00425,5.02841,15.0,10.676,115.3,0.96
Gare de Villars-les-Dombes,46.00425,5.02841,Gare de St-Paul-de-Varax,46.10006,5.12818,18.0,13.159,142.1,1.18
Gare de St-Paul-de-Varax,46.10006,5.12818,Bourg-en-Bresse Gare R,46.2001,5.21498,18.0,12.993,140.3,1.17
Saint-Etienne-Chtx GR,45.4427,4.39986,Gare de Montbrison,45.60447,4.07822,46.0,30.879,333.5,2.78
Chabreloche-Pont-Bascul,45.8766,3.6965,Gare de Clermont-Ferrand,45.77857,3.10052,52.0,47.499,513.0,4.27
Gare de Niort,46.31935,-0.45439,Gare de Prin-Deyrançon,46.21901,-0.63647,32.0,17.918,193.5,1.61
Gare de Prin-Deyrançon,46.21901,-0.63647,Gare de Mauzé,46.19969,-0.6736,8.0,3.579,38.7,0.32
Gare de Culoz,45.84326,5.7787,Gare de Virieu-le-Grand-Belley,45.84831,5.65364,15.0,9.714,104.9,0.87
Gare de Pont-d'Ain,46.05401,5.33433,Bourg-en-Bresse Gare R,46.2001,5.21498,18.33,18.688,201.8,1.68
Gare de Calais Fréthun,50.90126,1.81103,Gare de Calais Ville,50.95346,1.85075,15.0,6.445,69.6,0.58
Gare de Boulogne Ville,50.71559,1.60981,Gare de Calais Ville,50.95346,1.85075,37.0,31.433,339.5,2.83
Gare de Boulogne Ville,50.71559,1.60981,Gare de Calais Fréthun,50.90126,1.81103,30.0,25.05,270.5,2.25
Gare de Brive-la-Gaillarde,45.15256,1.52862,Gare de Allassac,45.25897,1.47323,26.0,12.617,136.3,1.14
Gare de Allassac,45.25897,1.47323,Gare de Vigeois,45.38288,1.51512,26.0,14.178,153.1,1.28
Gare de Vigeois,45.38288,1.51512,Gare de Uzerche,45.44062,1.57023,17.0,7.737,83.6,0.7
Gare de Uzerche,45.44062,1.57023,Gare de Masseret,45.53611,1.54135,18.0,10.866,117.4,0.98
Gare de Masseret,45.53611,1.54135,Gare de La-Porcherie-Gare,45.57403,1.53832,8.0,4.228,45.7,0.38
