point_1,point_1,point_1,point_2,point_2,point_2,duree (min),distance (km),empreinte carbone (gCO2),prix (euros)
nom,latitude,longitude,nom,latitude,longitude,,,,
Gare de Sète,43.41281,3.6964,Gare de Agde,43.31757,3.46602,15.0,21.43,68.6,2.36
Gare de Sète,43.41281,3.6964,Gare de Béziers,43.33623,3.21922,25.75,39.509,126.4,4.35
Gare de Sète,43.41281,3.6964,Gare de Montpellier-Saint-Roch,43.60583,3.88236,18.75,26.192,83.8,2.88
Gare de Sète,43.41281,3.6964,Gare de Montpellier-Sud-France,43.59474,3.92684,20.83,27.48,87.9,3.02
Gare de Sélestat,48.25964,7.4421,Gare de Colmar,48.07315,7.34708,14.5,21.908,70.1,2.41
Gare de Sélestat,48.25964,7.4421,Gare de Strasbourg,48.58517,7.73397,23.0,42.134,134.8,4.63
Gare de TGV Haute-Picardie,49.8592,2.83165,Gare de Arras,50.28682,2.78113,22.0,47.7,152.6,5.25
Gare de TGV Haute-Picardie,49.8592,2.83165,Gare de Aéropt-C-de-Gaulle-TGV,49.00402,2.57159,34.5,96.964,310.3,10.67
Gare de TGV Haute-Picardie,49.8592,2.83165,Gare de Lille Europe,50.63885,3.07575,32.0,88.44,283.0,9.73
Gare de TGV Haute-Picardie,49.8592,2.83165,Gare de Lille Flandres,50.6362,3.07102,46.0,88.087,281.9,9.69
Gare de TGV Haute-Picardie,49.8592,2.83165,Gare de Tourcoing,50.71673,3.16801,46.75,98.332,314.7,10.82
Gare de Tarbes,43.2398,0.06941,Gare de Lourdes,43.10043,-0.04219,14.5,17.952,57.4,1.97
Gare de Thionville,49.35392,6.16885,Gare de Luxembourg,49.59965,6.13401,32.71,27.448,87.8,3.02
Gare de Thionville,49.35392,6.16885,Gare de Metz-Ville,49.10979,6.1772,22.5,27.162,86.9,2.99
Gare de Thonon-les-Bains,46.36898,6.48156,Gare de Annemasse,46.19923,6.23639,42.86,26.677,85.4,2.93
Gare de Thonon-les-Bains,46.36898,6.48156,Gare de Evian-les-Bains,46.39789,6.57747,12.0,8.031,25.7,0.88
Gare de Torino PS (Turin),45.07389,7.66751,Gare de Milano-Porta-Garibaldi,45.48496,9.18759,88.67,127.453,407.8,14.02
Gare de Torino PS (Turin),45.07389,7.66751,Gare de Oulx-Cesana-Clav-Sestri,45.03879,6.83154,63.0,65.801,210.6,7.24
Gare de Torino PS (Turin),45.07389,7.66751,Gare de Vercelli,45.32911,8.41484,36.0,65.087,208.3,7.16
Gare de Toulon,43.12832,5.92946,Gare de Aix-en-Provence-TGV,43.45515,5.31726,53.6,61.467,196.7,6.76
Gare de Toulon,43.12832,5.92946,Gare de Avignon-TGV,43.92196,4.78615,69.5,127.649,408.5,14.04
Gare de Toulon,43.12832,5.92946,Gare de Hyères,43.10886,6.1242,29.0,15.959,51.1,1.76
Gare de Toulon,43.12832,5.92946,Gare de Les Arcs-Draguignan,43.45573,6.48246,41.0,57.713,184.7,6.35
Gare de Toulon,43.12832,5.92946,Gare de Marseille-St-Charles,43.30273,5.38065,46.0,48.534,155.3,5.34
Gare de Toulon,43.12832,5.92946,Gare de St-Raphaël-Valescure,43.42361,6.76901,59.5,75.506,241.6,8.31
Gare de Toulouse-Matabiau,43.61146,1.45356,Gare de Agen,44.20797,0.6209,57.0,94.096,301.1,10.35
Gare de Toulouse-Matabiau,43.61146,1.45356,Gare de Bordeaux-St-Jean,44.82654,-0.55619,121.5,209.591,670.7,23.06
Gare de Toulouse-Matabiau,43.61146,1.45356,Gare de Carcassonne,43.21771,2.35188,42.33,84.772,271.3,9.32
Gare de Toulouse-Matabiau,43.61146,1.45356,Gare de Montauban-Ville-Bourbon,44.01464,1.34197,28.33,45.731,146.3,5.03
Gare de Toulouse-Matabiau,43.61146,1.45356,Gare de Paris-Montparnasse 1-2,48.84063,2.31989,254.5,585.436,1873.4,64.4
Gare de Tourcoing,50.71673,3.16801,Gare de Aéropt-C-de-Gaulle-TGV,49.00402,2.57159,64.75,195.244,624.8,21.48
Gare de Tourcoing,50.71673,3.16801,Gare de Roubaix,50.69535,3.16302,3.0,2.404,7.7,0.26
Gare de Tourcoing,50.71673,3.16801,Gare de TGV Haute-Picardie,49.8592,2.83165,39.75,98.332,314.7,10.82
Gare de Tours,47.38981,0.69351,Gare de Chatellerault,46.81856,0.54922,45.0,64.472,206.3,7.09
Gare de Tours,47.38981,0.69351,Gare de St-Pierre-des-Corps,47.38573,0.72505,5.5,2.419,7.7,0.27
Gare de Valence-TGV,44.99137,4.97894,Gare de Avignon-TGV,43.92196,4.78615,40.5,119.931,383.8,13.19
Gare de Valence-TGV,44.99137,4.97894,Gare de Lyon-Part-Dieu,45.76059,4.85944,41.64,86.068,275.4,9.47
Gare de Valence-TGV,44.99137,4.97894,Gare de Lyon-Saint-Exupery-Tgv,45.72093,5.07583,25.5,81.501,260.8,8.97
Gare de Valence-TGV,44.99137,4.97894,Gare de Nîmes,43.83229,4.36584,50.0,137.819,441.0,15.16
Gare de Valence-TGV,44.99137,4.97894,Gare de Nîmes Pont-du-Gard,43.81681,4.50768,45.2,135.907,434.9,14.95
Gare de Valence-TGV,44.99137,4.97894,Gare de Paris-Gare-de-Lyon,48.84492,2.37346,136.33,472.058,1510.6,51.93
Gare de Valence-Ville,44.92807,4.89329,Gare de Lyon-Saint-Exupery-Tgv,45.72093,5.07583,34.83,89.337,285.9,9.83
Gare de Valence-Ville,44.92807,4.89329,Gare de Montélimar,44.559,4.74479,24.5,42.695,136.6,4.7
Gare de Valence-Ville,44.92807,4.89329,Gare de Mâcon-Loché-TGV,46.2829,4.77895,48.0,150.96,483.1,16.61
Gare de Valence-Ville,44.92807,4.89329,Gare de Paris-Gare-de-Lyon,48.84492,2.37346,142.4,475.853,1522.7,52.34
Gare de Valenciennes,50.36318,3.51713,Gare de Douai,50.37168,3.08996,29.8,30.322,97.0,3.34
Gare de Valognes,49.50539,-1.48032,Gare de Carentan,49.3018,-1.2421,17.0,28.462,91.1,3.13
Gare de Valognes,49.50539,-1.48032,Gare de Cherbourg,49.6335,-1.62147,44.0,17.514,56.0,1.93
Gare de Vannes,47.66532,-2.75252,Gare de Auray,47.68019,-3.0,14.0,18.609,59.5,2.05
Gare de Vannes,47.66532,-2.75252,Gare de Lorient,47.7552,-3.36635,26.4,47.016,150.5,5.17
Gare de Vannes,47.66532,-2.75252,Gare de Paris-Montparnasse 1-2,48.84063,2.31989,148.0,397.673,1272.6,43.74
Gare de Vannes,47.66532,-2.75252,Gare de Redon,47.65176,-2.08788,29.67,49.817,159.4,5.48
Gare de Vannes,47.66532,-2.75252,Gare de Rennes,48.10352,-1.67233,60.6,94.169,301.3,10.36
Gare de Vendôme-Villiers-s-Loir,47.82032,1.01967,Gare de Massy-TGV,48.72603,2.26157,39.0,136.385,436.4,15.0
Gare de Vendôme-Villiers-s-Loir,47.82032,1.01967,Gare de Paris-Montparnasse 1-2,48.84063,2.31989,49.57,148.739,476.0,16.36
Gare de Vendôme-Villiers-s-Loir,47.82032,1.01967,Gare de St-Pierre-des-Corps,47.38573,0.72505,22.33,53.15,170.1,5.85
Gare de Vercelli,45.32911,8.41484,Gare de Novara,45.45074,8.62495,18.0,21.27,68.1,2.34
Gare de Vercelli,45.32911,8.41484,Gare de Torino PS (Turin),45.07389,7.66751,49.5,65.087,208.3,7.16
Gare de Versailles-Chantiers,48.79557,2.13546,Gare de Chambéry-Chal.-les-Eaux,45.57104,5.9198,227.0,458.664,1467.7,50.45
Gare de Versailles-Chantiers,48.79557,2.13546,Gare de Evreux - Normandie,49.01856,1.14989,72.0,76.204,243.9,8.38
Gare de Versailles-Chantiers,48.79557,2.13546,Gare de Mantes-la-Jolie,48.98969,1.70329,35.5,38.276,122.5,4.21
Gare de Versailles-Chantiers,48.79557,2.13546,Gare de Massy-Palaiseau,48.7249,2.2566,17.0,11.86,38.0,1.3
Gare de Versailles-Chantiers,48.79557,2.13546,Gare de Rouen-Rive-Droite,49.44903,1.09415,101.0,105.017,336.1,11.55
Gare de Vitry-le-François,48.71773,4.58723,Gare de Bar-le-Duc,48.77363,5.16702,27.33,42.976,137.5,4.73
Gare de Vitry-le-François,48.71773,4.58723,Gare de Châlons-en-Champagne,48.95551,4.34895,20.33,31.683,101.4,3.49
Gare de Vitré,48.12242,-1.21197,Gare de Laval,48.07625,-0.76094,20.5,33.895,108.5,3.73
Gare de Vitré,48.12242,-1.21197,Gare de Rennes,48.10352,-1.67233,22.75,34.253,109.6,3.77
